DocID,TableNum,Columns,class
43505,3,['Stratigraphic Unit ' 'Unit description ' 'Interpreted Environment '],
43505,4,['Unnamed: 0' 'System Parameters ' 'GEOTEMDE Specifications '],
43758,1,['ABN ' '83 097 469 139 ' 'Unnamed: 2'],
43758,2,['EPM ' 'Name ' 'No. Sub-blocks ' 'Application ' 'Granted ' 'Period '],
43758,3,"['CLER ' '901 ' 'T,U, ' 'Y,Z. ' 'Unnamed: 4']",
43758,4,['BIM ' 'Block ' 'Sub-blocks '],
4411,1,['Introduction: ' '1 '],
44387,1,['Unnamed: 0'],
44387,2,['Table 1 ' 'Tenement Details 1 '],
44387,3,['EPM ' 'EPM Name ' 'Holder ' 'Sub-Blocks ' 'Grant Date ' 'Expiry '],
44387,4,['BIM ' 'Block ' 'Sub-blocks '],
44433,1,['Licence: PL61 ' 'Block: Aquitaine B '],
44433,2,['Unnamed: 0' 'Predicted Net ' 'Paylporosity '],
44433,3,"['Unnamed: 1' 'Unnamed: 2' 'Nearby Wells ' 'and Duration: ' 'Unnamed: 5'
 'Unnamed: 6']",x
44433,4,"['Latitude: ' '27 27\' 40.71"" S (AGD66) ']",
44433,5,"['O 200 ' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 4' 'Unnamed: 5' 'Unnamed: 7'
 'Unnamed: 8' 'Unnamed: 10']",
44433,6,"['REMAINING RESERVES & ULTIMATE RECOVERY ' 'Developed Mbbl '
 'Undev. Mbbl ' 'Developed Mbbl .1' 'Undev. Mbbl .1' 'Developed Mbbl .2'
 'Undev. Mbbl .2']",
44433,7,['YANDA MURTA ' '1P ' '2P ' '3P '],
44433,8,"['Unnamed: 0' 'Yanda 1, 4949\'5"" ' 'Yanda 1, 4962\'4"" ']",
44433,9,['Well ' 'Pcl ' 'Pch ' 'Pres ' 'Psl ' 'Pg '],1
44448,1,"['TITLE: '
 'EXPLORATION PERMIT FOR MINERALS No 9585 SLAUGHTER YARD QUEENSLAND ANNUAL REPORT FOR THE PERIOD ENDED 26 AUGUST 2006 ']",
44448,2,['1. INTRODUCTION '],
44448,3,['Drawing No ' 'Title ' 'Scale '],
44448,4,['BIM ' 'Block ' 'Sub Blocks '],
44448,5,"['Sample No ' 'Hole ID ' 'Depth ' 'Au ' 'Ag ' 'Al ' 'As ' 'Ba ' 'Be '
 'Bi ' 'Ca ' 'Cd ' 'Ce ']",1
44448,6,['SDA No ' 'Lab Job No ' 'Sample From ' 'Sample to ' 'Assay Type '],
44448,7,['From Depth ' 'To Depth ' 'Summary Geology '],
44457,1,['Well Type: Operations - OIL ' 'Exploitation: EXPLORATION WELL '],
44457,2,['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2'],
44457,3,"['Project Leader ' 'Team Leader/Manager ' 'Operations Geology Drilling '
 'Engineer ']",
44457,4,"['O 100 ' 'Unnamed: 1' 'Unnamed: 3' 'TIME ' 'V ' 'DEPTH ' 'CURVE '
 'Unnamed: 8' 'Unnamed: 10' 'Unnamed: 11']",
44457,5,"['Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4' 'Unnamed: 5'
 'Unnamed: 6' 'Unnamed: 7' 'Unnamed: 8' 'Unnamed: 9' 'Unnamed: 10'
 'Unnamed: 11' 'Unnamed: 12']",
44457,6,"['Unnamed: 2' 'Unnamed: 3' 'Unnamed: 5' 'Unnamed: 6' 'Unnamed: 7'
 'Unnamed: 8' 'Unnamed: 9' 'Unnamed: 10' 'Unnamed: 11' 'Unnamed: 12']",
44457,7,"['Unnamed: 0' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4' 'Unnamed: 5'
 'Unnamed: 6' 'Unnamed: 7' 'Unnamed: 8' 'Unnamed: 9'
 'frm-mod hd IP,blky. ']",
44457,8,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 4' 'Unnamed: 5'
 'Unnamed: 6' 'Unnamed: 8' 'Unnamed: 9']",
44603,1,['SUMMARY ' '1 '],
44603,2,['BIM ' 'Block ' 'Sub-blocks '],
44603,3,['BIM ' 'Block ' 'Sub-blocks '],
44603,4,['Block ID Map ' 'Block ' 'Sub-blocks '],
44603,5,"['Hole No. ' 'Easting AGD84 Zone 54 ' 'Northing AGD84 Zone 54 ' 'Azm '
 'Dip ' 'Basement depth m ' 'Depth m ']",1
44603,6,"['TO (m) '
 'LITHOLOGICAL & MINERALOGICAL ALTERATION & VEINING DESCRIPTION (+ General Comments) '
 'MINERALISATION ' 'STRUCTURE & TEXTURE ' 'SPECIFIC ' 'OXIDES '
 '& SULPHIDES ' '% ']",
44603,7,"['COLLAR ' 'COORDS: ' '458454E 7787214N AGD84 ' 'COLLAR AZIMUTH: '
 'COLLAR DIP: -90 ' 'TOTAL DEPTH ' '(m): ' '315 ' 'Unnamed: 8'
 'Unnamed: 9' 'Unnamed: 10']",x
44603,8,"['COLLAR ' 'COORDS: ' '458454E 7787214N AGD84 ' 'COLLAR AZIMUTH: '
 'COLLAR DIP: -90 ' 'TOTAL DEPTH ' '(m): ' '315 ' 'Unnamed: 8'
 'Unnamed: 9' 'Unnamed: 10']",x
44603,9,"['GRID / ' 'PROSPECT: ' 'Site 16 ' 'R.L. (m): ' 'WATER DEPTH (m): '
 'DEPTH TO ' 'BASEMENT ' '(m): ' '273 ' 'Unnamed: 9' 'Unnamed: 10']",
44603,10,"['GRID / ' 'PROSPECT: ' 'Site 16 ' 'R.L. (m): ' 'WATER DEPTH (m): '
 'DEPTH TO ' 'BASEMENT ' '(m): ' '273 ' 'Unnamed: 9' 'Unnamed: 10']",
44603,11,"['COLLAR ' 'COORDS: ' '458454E 7787214N AGD84 ' 'COLLAR AZIMUTH: '
 'COLLAR DIP: -90 ' 'TOTAL DEPTH ' '(m): ' '315 ' 'Unnamed: 8'
 'Unnamed: 9' 'Unnamed: 10']",x
44603,12,"['GRID / ' 'PROSPECT: ' 'Site 16 ' 'R.L. (m): ' 'WATER DEPTH (m): '
 'DEPTH TO ' 'BASEMENT ' '(m): ' '273 ' 'Unnamed: 9' 'Unnamed: 10']",
44603,13,"['COLLAR ' 'COORDS ' ': 461217E 7781508N AGD84 ' 'COLLAR AZIMUTH: '
 'COLLAR DIP: 90 ' 'TOTAL DEPTH (m): ' 'Unnamed: 6' '302.3 ' 'Unnamed: 8'
 'Unnamed: 9' 'Unnamed: 10']",x
44603,14,"['GRID / ' 'PROSPECT: ' 'Site 17 ' 'R.L. (m): ' 'WATER DEPTH (m): 18 '
 'DEPTH TO ' 'BASEMENT ' '(m): ' '237.3 ' 'Unnamed: 9' 'Unnamed: 10']",
44603,15,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'Unnamed: 5' 'Unnamed: 6' 'Unnamed: 7' 'Unnamed: 8' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,16,"['GRID / ' 'PROSPECT: ' 'Site 15 ' 'R.L. (m): ' 'WATER DEPTH (m): '
 'DEPTH TO ' 'BASEMENT ' '(m): ' 'Unnamed: 8' '239.30 ' 'Unnamed: 10'
 'Unnamed: 11']",
44603,17,"['/ ' 'PROSPECT: ' 'Site 15 ' 'R.L. (m): ' 'WATER DEPTH (m): ' 'DEPTH TO '
 'BASEMENT ' '(m): ' 'Unnamed: 8' '239.30 ' 'Unnamed: 10' 'Unnamed: 11']",
44603,18,"['GRID / ' 'PROSPECT: ' 'Site 15 ' 'R.L. (m): ' 'WATER DEPTH (m): '
 'DEPTH TO ' 'BASEMENT ' '(m): ' 'Unnamed: 8' '239.30 ' 'Unnamed: 10'
 'Unnamed: 11']",
44603,19,"['COLLAR ' 'COORDS ' '465600E, 7784200N ' 'COLLAR AZIMUTH: '
 'COLLAR DIP: 90o ' 'TOTAL DEPTH (m) ' '402.7 ' 'Unnamed: 7' 'Unnamed: 8'
 'Unnamed: 9']",
44603,20,"['GRID 1 ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,21,"['DRILL ' 'HOLE ' 'NUMBER: EHND6 ' 'LOGSHEET: / ' 'DATE: 13.08.06 '
 'LOGGED BY: P ' 'Gregory, ' 'Q Hills, ' 'R ' 'Sproule ' 'Unnamed: 10'
 'Unnamed: 11']",1
44603,22,"['DRILL ' 'HOLE ' 'NUMBER: EHND6 ' 'LOGSHEET: / ' 'DATE: 13.08.06 '
 'LOGGED BY: P ' 'Gregory, ' 'Q ' 'Hills, R ' 'Sproule ']",1
44603,23,"['1 ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,24,"['GRID 1 ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,25,"['DRILL ' 'HOLE ' 'NUMBER: EHND6 ' 'LOGSHEET: / ' 'DATE: 13.08.06 '
 'LOGGED BY: P ' 'Gregory, ' 'Q Hills, ' 'R ' 'Sproule ' 'Unnamed: 10'
 'Unnamed: 11']",1
44603,26,"['GRID 1 ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,27,"['GRID 1 ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,28,"['GRID / ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,29,"['GRID / ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,30,"['GRID 1 ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,31,"['GRID 1 ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,32,"['COLLAR ' 'COORDS ' ': 465600E, 7784200N ' 'COLLAR AZIMUTH: '
 'COLLAR DIP: 90 ' 'TOTAL DEPTH (m) ' '402.7 ' 'Unnamed: 7' 'Unnamed: 8'
 'Unnamed: 9' 'Unnamed: 10' 'Unnamed: 11']",
44603,33,"['GRID 1 ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,34,"['DRILL ' 'HOLE ' 'NUMBER: EHND6 ' 'LOGSHEET: / ' 'DATE: 13.08.06 '
 'LOGGED BY: P ' 'Gregory, ' 'Q Hills, ' 'R ' 'Sproule ' 'Unnamed: 10'
 'Unnamed: 11']",1
44603,35,"['GRID 1 ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,36,"['GRID / ' 'PROSPECT: ' 'Site 5 ' 'R.L. (m): ' 'WATER DEPTH (m) '
 'DEPTH TO BASEMENT ' 'Unnamed: 6' '(m): ' '212.35 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,37,"['GRID / ' 'PROSPECT: ' 'Site 13 ' 'R.L. (m): ' 'WATER DEPTH (m): '
 'DEPTH TO ' 'BASEMENT ' 'Unnamed: 7' '(m): 185.0 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,38,"['GRID / ' 'PROSPECT: ' 'Site 13 ' 'R.L. (m): ' 'WATER DEPTH (m): '
 'DEPTH TO ' 'BASEMENT ' 'Unnamed: 7' '(m): 185.0 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,39,"['GRID / ' 'PROSPECT: ' 'Site 13 ' 'R.L. (m): ' 'WATER DEPTH (m): '
 'DEPTH TO ' 'BASEMENT ' 'Unnamed: 7' '(m): 185.0 ' 'Unnamed: 9'
 'Unnamed: 10' 'Unnamed: 11']",
44603,40,"['GRID / ' 'PROSPECT: ' 'Site 3 ' 'R.L. (m): ' 'WATER DEPTH (m): '
 'DEPTH TO ' 'BASEMENT ' '(m): ' '267.0 ' 'Unnamed: 9' 'Unnamed: 10']",
44603,41,"['DRILL ' 'HOLE ' 'NUMBER: EHND8 ' 'LOGSHEET: / ' 'DATE: 17.08.06 '
 'LOGGED BY: ' 'Q Hills ' '& P ' 'Gregory ' 'Unnamed: 9' 'Unnamed: 10']",1
44603,42,"['COLLAR ' 'COORDS ' ': 472446E 7797815N AGD84 ' 'COLLAR AZIMUTH: '
 'COLLAR DIP: 90 ' 'TOTAL DEPTH ' '(m): ' '262.0 ' 'Unnamed: 8'
 'Unnamed: 9' 'Unnamed: 10' 'Unnamed: 11']",
44603,43,"['COLLAR ' 'COORDS ' ': 472446E 7797815N AGD84 ' 'COLLAR AZIMUTH: '
 'COLLAR DIP: 900 ' 'TOTAL DEPTH ' '(m): ' '262.0 ' 'Unnamed: 8'
 'Unnamed: 9' 'Unnamed: 10' 'Unnamed: 11']",
44603,44,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61s ' 'ME-ICP61S .2'
 'ME-ICP61s .1' 'ME-ICP61s .2']",
44603,45,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61s ' 'ME-ICP61S .2'
 'ME-ICP61s .1' 'ME-ICP61s .2']",
44603,46,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61s ' 'ME-ICP61S .2'
 'ME-ICP61s .1' 'ME-ICP61s .2']",
44603,47,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61s ' 'ME-ICP61S .2'
 'ME-ICP61s .1' 'ME-ICP61s .2']",
44603,48,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61s ' 'ME-ICP61S .2'
 'ME-ICP61s .1' 'ME-ICP61s .2']",
44603,49,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61s ' 'ME-ICP61S .2'
 'ME-ICP61s .1' 'ME-ICP61s .2']",
44603,50,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61s ' 'ME-ICP61S .2'
 'ME-ICP61s .1' 'ME-ICP61s .2']",
44603,51,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61s ' 'ME-ICP61S .2'
 'ME-ICP61s .1' 'ME-ICP61s .2']",
44603,52,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61s ' 'ME-ICP61S .2'
 'ME-ICP61s .1' 'ME-ICP61s .2']",
44603,53,"['Unnamed: 0' 'Unnamed: 1' 'Unnamed: 2' 'Unnamed: 3' 'Unnamed: 4'
 'PGM-MS23 ' 'ME-ICP61S ' 'ME-ICP61S .1' 'ME-ICP61S .2' 'ME-ICP61S .3'
 'ME-ICP61S .4' 'ME-ICP61S .5']",
44603,54,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61s .1' 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61S .2'
 'ME-ICP61s .4' 'ME-ICP61s .5' 'ME-ICP61s .6']",
44603,55,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'ME-ICP61s .1' 'ME-ICP61s .2'
 'ME-ICP61s .3' 'ME-ICP61s .4' 'ME-ICP61s .5' 'ME-ICP61S ' 'ME-ICP61s .6'
 'ME-ICP61s .7' 'ME-ICP61s .8']",
44603,56,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'ME-ICP61s .1' 'ME-ICP61s .2'
 'ME-ICP61S ' 'ME-ICP61s .3' 'ME-ICP61s .4' 'ME-ICP61S .1' 'ME-ICP61s .5'
 'ME-ICP61s .6' 'ME-ICP61s .7']",
44603,57,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'ME-ICP61s .1' 'ME-ICP61s .2'
 'ME-ICP61S ' 'ME-ICP61s .3' 'ME-ICP61s .4' 'ME-ICP61S .1' 'ME-ICP61s .5'
 'ME-ICP61s .6' 'ME-ICP61s .7']",
44603,58,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'ME-ICP61s .1' 'ME-ICP61s .2'
 'ME-ICP61s .3' 'ME-ICP61s .4' 'ME-ICP61s .5' 'ME-ICP61S ' 'ME-ICP61s .6'
 'ME-ICP61s .7' 'ME-ICP61s .8']",
44603,59,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'ME-ICP61s .1' 'ME-ICP61s .2'
 'ME-ICP61s .3' 'ME-ICP61s .4' 'ME-ICP61s .5' 'ME-ICP61S ' 'ME-ICP61s .6'
 'ME-ICP61s .7' 'ME-ICP61s .8']",
44603,60,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'ME-ICP61s .1' 'ME-ICP61s .2'
 'ME-ICP61s .3' 'ME-ICP61s .4' 'ME-ICP61s .5' 'ME-ICP61S ' 'ME-ICP61s .6'
 'ME-ICP61s .7' 'ME-ICP61s .8']",
44603,61,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'ME-ICP61s .1' 'ME-ICP61s .2'
 'ME-ICP61s .3' 'ME-ICP61s .4' 'ME-ICP61s .5' 'ME-ICP61S ' 'ME-ICP61s .6'
 'ME-ICP61s .7' 'ME-ICP61s .8']",
44603,62,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'ME-ICP61s .1' 'ME-ICP61s .2'
 'ME-ICP61s .3' 'ME-ICP61s .4' 'ME-ICP61s .5' 'ME-ICP61S ' 'ME-ICP61s .6'
 'ME-ICP61s .7' 'ME-ICP61S .1']",
44603,63,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61S .2' 'ME-ICP61S .3' 'ME-ICP61S .4' 'ME-ICP61S .5'
 'ME-ICP61S .6' 'ME-ICP61S .7' 'ME-ICP61S .8']",
44603,64,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61s .1' 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61S .2'
 'ME-ICP61s .4' 'ME-ICP61S .3' 'ME-ICP61s .5']",
44603,65,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61s .1' 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61S .2'
 'ME-ICP61s .4' 'ME-ICP61S .3' 'ME-ICP61s .5']",
44603,66,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61s .1' 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61S .2'
 'ME-ICP61s .4' 'ME-ICP61S .3' 'ME-ICP61s .5']",
44603,67,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61s .1' 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61S .2'
 'ME-ICP61s .4' 'ME-ICP61S .3' 'ME-ICP61s .5']",
44603,68,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61s .1' 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61S .2'
 'ME-ICP61s .4' 'ME-ICP61S .3' 'ME-ICP61s .5']",
44603,69,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61s .1'
 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61s .4' 'ME-ICP61S .1'
 'ME-ICP61s .5' 'ME-ICP61S .2' 'ME-ICP61s .6']",
44603,70,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61s .1' 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61S .2'
 'ME-ICP61s .4' 'ME-ICP61S .3' 'ME-ICP61s .5']",
44603,71,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61s .1' 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61S .2'
 'ME-ICP61s .4' 'ME-ICP61S .3' 'ME-ICP61s .5']",
44603,72,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61s .1' 'ME-ICP61s .2' 'ME-ICP61s .3' 'ME-ICP61S .2'
 'ME-ICP61s .4' 'ME-ICP61S .3' 'ME-ICP61s .5']",
44603,73,"['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'ME-ICP61s ' 'ME-ICP61S .1'
 'ME-ICP61S .2' 'ME-ICP61S .3' 'ME-ICP61S .4' 'ME-ICP61S .5'
 'ME-ICP61S .6' 'ME-ICP61S .7' 'ME-ICP61S .8']",
44603,74,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,75,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,76,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,77,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,78,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,79,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,80,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,81,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,82,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61s ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,83,['Unnamed: 0' 'Unnamed: 1' 'ME-ICP61S ' 'PGM-MS23 ' 'PGM-MS23 .1'],
44603,84,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,85,['MAGNETITC ' 'Unnamed: 1'],
44603,86,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,87,['MAGNETITC ' 'Unnamed: 1'],
44603,88,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,89,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,90,['MAGNETITC ' 'Unnamed: 1'],
44603,91,['290 ' '291 ' '66.9 ' '47.8 ' '158 ' '90.90 ' 'Unnamed: 6'],
44603,92,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,93,['MAGNETITC ' 'Unnamed: 1'],
44603,94,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading ' '3 Average '],
44603,95,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,96,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,97,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,98,['MAGNETITC ' 'Unnamed: 1'],
44603,99,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,100,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,101,['MAGNETITC ' 'Unnamed: 1'],
44603,102,['From ' 'To ' 'Reading 1 ' 'Reading 2 ' 'Reading 3 ' 'Average '],
44603,103,['MAGNETITC ' 'Unnamed: 1'],
44603,104,"['TeckCominco: Bulk ' 'Density ' 'Measurement ' 'Spreadsheet '
 'Unnamed: 4' 'Unnamed: 5' 'Unnamed: 6']",
44603,105,"['TeckCominco: ' 'Bulk Density ' 'Unnamed: 2' 'Measurement '
 'Spreadsheet ' 'Unnamed: 5' 'Unnamed: 6']",
44603,106,"['TeckCominco: Bulk ' 'Density ' 'Measurement ' 'Spreadsheet '
 'Unnamed: 4' 'Unnamed: 5' 'Unnamed: 6']",
44603,107,"['TeckCominco: Bulk Density ' 'Unnamed: 1' 'Measurement ' 'Spreadsheet '
 'Unnamed: 4' 'Unnamed: 5' 'Unnamed: 6']",
44603,108,"['Rock Type ' 'From ' 'To ' 'Dry Weight (g) ' 'Weight in water (g) '
 'Volume ' 'SG ']",
44603,109,"['TeckCominco: Bulk Density ' 'Unnamed: 1' 'Measurement ' 'Spreadsheet '
 'Unnamed: 4' 'Unnamed: 5' 'Unnamed: 6']",
