DocID,TableNum,Columns,Class,TagMethod
42688,141,[],,
42688,142,"['Surge # ', 'Start Time ', 'Min Press ', 'Break-Over ', 'Min. past B-O ', 'Air Rate ']",,
42688,143,[],,
42688,144,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'pH ', 'Ca ', 'CI ']",,
42688,145,"['Unnamed: 0', 'Daily ', 'Cumulative ', 'Location ', 'nan', 'Rig move ', 'nan', 'Rig ', 'Fuel ', 'nan', 'Camp ', 'nan', 'BOPE ', 'nan', 'Bits ', 'nan', 'Air Equip ', 'nan', 'Equip rental ', 'Mud ', 'nan', 'Mud Logger ', 'nan', 'Transportation ', 'nan', 'Water d/1790 ', 'Labor ', 'nan', 'Supervision ', 'Core/DST ', 'nan', 'Logs ', 'nan', 'Cement ', 'nan', 'Fishing ', 'nan', 'Misc 4x4 ', 'Casing ', 'nan', 'Tubing ', 'nan', 'Rods ', 'nan', 'Wellhead ', 'nan', 'TOTAL ', nan, 'Comments ', nan]",,
42688,146,"['AIR DATA-DRILLING ', 'Unnamed: 1', 'Unnamed: 2', 'GAS ', 'DATA-DRILLING ', 'Foam Rate ', 'Foam Mix ', 'Depth ', 'Flare ', 'Duration ']",,
42688,147,"['Make ', 'Weight ', 'Grade ', 'Length ', 'line pipe ', 'nan', 'nan', 'Nippon ', 'K55 ', 'Nippon ', 'NT-80 ']",,
42688,148,"['Fairview #97 ', 'Unnamed: 1', 'Date: ', 'Saturday September 3, 2005 ', 'Drilled to: ', 'Injune ', 'Basin: Bowen ', 'Days: ', 'Drilled from: ', 'PL91 ', 'nan', 'Rig: ', 'Mitchell Drilling 150 ', 'Meterage ', 'Easting 696 362 ', 'Northing 7 162 463 162 ', 'Elevation: ', 'GL 481 RT 485.3 ', 'Formation ']",,
42688,149,[],,
42688,150,"['Hours ', 'Operation ', 'Operation .1', 'Rotate & reciprocate pipe, wash and clean from 716m ', 'nan', 'nan', 'to 735m with 10bbl sweeps every 15 min. ', 'nan', 'Blow well dry. ', 'nan', 'Bucket test water flow 643 bbl/day, pull back to csg shoe. ', 'nan', 'Gas test thru 25"" orifice 0 psi rig service. ', 'Water salinity test 1,970 ms ', 'RIH tag at 733m, pull back to casing shoe, unload well, ', 'nan', 'nan', 'a good 4m gas flare for about 2min while unloading well ', 'nan', 'Rotate & reciprocate pipe, wash and clean from 716m ', 'nan', 'nan', 'to 775m with 10bbl sweeps every 15 min. ', 'nan', 'Pull back to casing shoe, change out stripper rubber. ', 'We run a flow test this morning water rate was 728 bbl/day ', 'RIH tag at 774m, pull back to casing shoe, unload well, ', 'and gas rate was 3 psi thru 0.25 orifice plate, 26MCf/day ', 'Rotate & reciprocate pipe, wash and clean from 716m ', 'We were only able to clean to 735m before the flow test, just past t ', nan, 'to 775m with 10bbl sweeps every 15 min. ', 'under the B coal. ']",,
42688,151,"['Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'Cake ', 'pH ', 'Ca ', 'CI ', 'LCM ']",,
42688,152,[],,
42688,153,"['Size ', 'Make ', 'Weight ', 'Grade ', 'Length ', 'Depth set ', 'line pipe ', 'nan', 'nan', 'Nippon ', 'K55 ', 'Nippon ', 'NT-80 ']",,
42688,154,"['Bit # ', 'Size ', 'Make ', 'Type ', 'Serial # ', 'Jets ', 'Cond ', 'HTC ', 'STX-1 ', 'open ', 'used ', 'Bit # ', 'In ', 'Out ', 'Meters ', 'Hours ', 'WOB ', 'RPM ']",,
42688,155,"['Location ', 'Unnamed: 1', 'Rig move ', 'nan', 'Rig ', 'Fuel ', 'nan', 'Camp ', 'nan', 'BOPE ', 'nan', 'Bits ', 'nan', 'Air Equip ', 'nan', 'Equip rental ', 'Mud ', 'nan', 'Mud Logger ', 'nan', 'Transportation ', 'nan', 'Water d/1791 ', 'Labor ', 'nan', 'Supervision ', 'Core/DST ', 'nan', 'Logs ', 'nan', 'Cement ', 'nan', 'Fishing ', 'nan', 'Misc 4x4 ', 'Casing ', 'nan', 'Tubing ', 'nan', 'Rods ', 'nan', 'Wellhead ', nan]",,
42688,156,"['Unnamed: 0', 'AIR DATA-DRILLING ', 'Unnamed: 2', 'Unnamed: 3', 'GAS ', 'DATA-DRILLING ', 'Unnamed: 6', 'Rate ', 'Foam Rate ', 'Foam Mix ', 'Depth ', 'Flare ', 'Duration ', 'Operation ', nan, nan, nan, nan, nan, nan, 'Cleaning ']",,
42688,157,[],,
42688,158,"['Fairview #97 ', 'Unnamed: 1', 'Date: ', 'Sunday September 04, 2005 ', 'Drilled to: ', 'Injune ', 'Basin: Bowen ', 'Days: ', 'Drilled from: ', 'PL91 ', 'nan', 'Rig: ', 'Mitchell Drilling 150 ', 'Meterage ', 'Easting 696 362 ', 'Northing 7 162 463 ', 'Elevation: ', 'GL 481 RT 485.3 ', 'Formation ', 'Bandanna ']",,
42688,159,"['Hours ', 'Operation ', 'Hours .1', 'Operation .1', 'Rotate & reciprocate pipe and wash and clean from 716m ', 'Rotate & reciprocate pip and wash and clean from 716m ', 'nan', 'to 735m with 10bbl sweeps every 15 min ', 'nan', 'to 735m with 10bbl sweeps every 15 min. ', 'Blow well dry. ', 'nan', 'nan', 'Bucket test water flow 728 bbl/day, pull back to csg shoe. ', 'nan', 'nan', 'Gas test thru 25"" orifice 3 psi, 26 MCF/day. rig service. ', 'nan', 'Water salinity test 1,950 ms ', 'RIH tag at 733m, pull back to casing shoe, unload well, ', 'nan', 'nan', 'nan', 'a good 3-4m gas flare for about 2min while unloading well. ', 'nan', 'nan', 'Rotate & reciprocate pipe and wash and clean from 716m ', 'nan', 'nan', 'nan', 'to 735m with 10bbl sweeps every 15 min ', 'nan', 'nan', 'Pull back to casing shoe, instal engine cover, RIH to 716m. ', 'nan', 'We ran a flow test this morning the water was 918 bbl/day ', 'Unload well, rotate & reciprocate pipe and wash and clean ', 'nan', 'and gas was 3.5 psi thru 0.25 orifice plate, 27MCf/day ', 'nan', 'from 716m to 735m with 10bbl sweeps every 15 min. ', 'nan', 'We had cleaned to 765m, just below the D coal. ', 'Rig repair, reset hyd rotary. ', nan, nan]",,
42688,160,[],,
42688,161,"['Air Rate ', 'Fill: ', 'Gas ']",,
42688,162,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'BIT DATA ', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Bit # ', 'Size ', 'Make ', 'Type ', 'Serial # ', 'Jets ', 'Cond ', 'HTC ', 'STX-1 ', 'open ', 'used ', 'Bit # ', 'In ', 'Out ', 'Meters ', 'Hours ', 'WOB ', 'RPM ']",,
42688,163,[],,
42688,164,"['Unnamed: 0', 'Daily ', 'Cumulative ', 'Location ', 'nan', 'Rig move ', 'nan', 'Rig ', 'Fuel ', 'nan', 'Camp ', 'nan', 'BOPE ', 'nan', 'Bits ', 'nan', 'Air Equip ', 'nan', 'rental ', 'Mud ', 'nan', 'Mud Logger ', 'nan', 'Transportation ', 'nan', 'Water d/1792 ', 'Labor ', 'nan', 'Supervision ', 'Core/DST ', 'nan', 'Logs ', 'nan', 'Cement ', 'nan', 'Fishing ', 'nan', 'Misc 4x4 ', 'Casing ', 'nan', 'Tubing ', 'nan', 'Rods ', 'nan', 'Wellhead ', 'nan', 'TOTAL ']",,
42688,165,"['Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'pH ', 'Ca ', 'CI ', nan, nan, nan, nan, 'GAS ', nan]",,
42688,166,"['Fairview #97 ', 'Unnamed: 1', 'Date: ', 'Monday, September 05, 2005 ', 'Drilled to: ', 'Injune ', 'Basin: Bowen ', 'Days: ', 'Drilled from: ', 'PL91 ', 'nan', 'Rig: ', 'Mitchell Drilling 150 ', 'Meterage ', 'Easting 696 362 ', 'Northing 7 162 463 ', 'Elevation: ', 'GL 481 RT 485.3 ', 'Formation ']",,
42688,167,"['Make ', 'Weight ', 'Grade ', 'Length ', 'Depth set ', 'line pipe ', 'nan', 'nan', 'Nippon ', 'K55 ', 'Nippon ', 'NT-80 ']",,
42688,168,"['Unnamed: 0', 'AIR DATA-DRILLING ', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'DATA-DRILLING ', 'Rate ', 'Foam Rate ', 'Foam Mix ', 'Depth ', 'Flare ', 'Duration ']",,
42688,169,[],,
42688,170,"['Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'Cake ', 'pH ', 'Ca ', 'CI ', 'LCM ']",,
42688,171,"['Hours ', 'Operation ', 'Hours .1', 'Operation .1', 'Continue to rotate & reciprocate pipe and wash and clean ', 'Unload well, rotate & reciprocate pipe and wash and clean ', 'nan', 'from 726m to 765m with 10bbl sweeps every 15 min. ', 'nan', 'from 696m to 726m with 10bbl sweeps every 15 min ', 'Blow well dry. ', 'nan', 'nan', 'Bucket test water flow 918 bbl/day, pull back to csg shoe. ', 'nan', 'nan', 'Gas test thru 25"" orifice 3.5 psi, 27 MCF/day Rig service. ', 'nan', 'nan', 'RIH tag at 744m, pull back to casing shoe, unload well, ', 'nan', 'Water salinity test 1,910 ms ', 'nan', 'a good 3-4m gas flare for about 2min while unloading well. ', 'nan', 'nan', 'Rotate & reciprocate pipe and wash and clean from 716m ', 'nan', 'nan', 'nan', 'to 735m with 10bbl sweeps every 15 min ', 'nan', 'nan', 'Continue to rotate & reciprocate pipe and wash and clean ', 'nan', 'We ran a flow test this morning the water was 938 bbl/day ', 'nan', 'from 726m to 774m with 10bbl sweeps every 15 min. ', 'nan', 'and gas was 2.5 psi thru 0.25 orifice plate, 25MCf/day. ', 'Pull back to casing shoe, RIH tag at 766m, POOH to 696m ', nan, nan]",,
42688,172,[],,
42688,173,"['Size ', 'Make ', 'Weight ', 'Grade ', 'Length ', 'Depth set ', 'line pipe ', 'nan', 'nan', 'Nippon ', 'K55 ', 'Nippon ', 'NT-80 ']",,
42688,174,"['AIR ', 'DATA-DRILLING ', 'Unnamed: 2', 'Unnamed: 3', 'GAS ', 'DATA-DRILLING .1', 'Unnamed: 6', 'Air Rate ', 'Foam Rate ', 'Foam Mix ', 'Depth ', 'Flare ', 'Duration ', 'Operation ', nan, nan, nan, nan, nan, 'Cleaning ']",,
42688,175,"['Unnamed: 0', 'Daily ', 'Cumulative ', 'Location ', 'nan', 'Rig move ', 'nan', 'Rig ', 'Fuel ', 'nan', 'Camp ', 'nan', 'BOPE ', 'nan', 'Bits ', 'nan', 'Air Equip ', 'nan', 'Equip rental ', 'Mud ', 'nan', 'Mud Logger ', 'nan', 'Transportation ', 'nan', 'Water d/1793 ', 'Labor ', 'nan', 'Supervision ', 'Core/DST ', 'nan', 'Logs ', 'nan', 'Cement ', 'nan', 'Fishing ', 'nan', 'Misc 4x4 ', 'Casing ', 'nan', 'Tubing ', 'nan', 'Rods ', 'nan', 'Wellhead ', nan]",,
42688,176,"['Bit # ', 'Size ', 'Make ', 'Type ', 'Serial # ', 'Jets ', 'Cond ', 'HTC ', 'STX-1 ', 'open ', 'used ', 'Bit # ', 'In ', 'Out ', 'Meters ', 'Hours ', 'WOB ', 'RPM ']",,
42688,177,[],,
42688,178,"['Fairview #97 ', 'Unnamed: 1', 'Date: ', 'Tuesday September 06 2005 ', 'Drilled to: ', 'Injune ', 'Basin: Bowen ', 'Days: ', 'Drilled from: ', 'PL91 ', 'nan', 'Rig: ', 'Mitchell Drilling 150 ', 'Meterage ', 'Easting 696 362 ', 'Northing 7 162 4 463 ', 'Elevation: ', 'GL 481 RT 485.3 ', 'Formation ', nan]",,
42688,179,"['Unnamed: 0', 'TIME ', 'DISTRIBUTION ', 'Unnamed: 3', 'Hours ', 'Operation ', 'Hours ', 'Operation ', 'Continue to rotate & reciprocate pipe and wash and clean ', 'nan', 'nan', 'nan', 'from 726m to 735m with 10bb sweeps every 15 min. ', 'nan', 'nan', 'Blow well dry. ', 'nan', 'nan', 'Bucket test water flow 938 bbl/day, pull back to csg shoe. ', 'nan', 'nan', 'Gas test thru 25"" orifice 2.5 psi, 25 MCF/day. Rig service ', 'nan', 'nan', 'RIH tag at 723m pull back to casing shoe, unload well, ', 'nan', 'nan', 'nan', 'a good 3m gas flare for about 2min while unloading well ', 'nan', 'nan', 'Rotate & reciprocate pipe and wash and clean from 716m ', 'nan', 'nan', 'nan', 'to 726m with 10bbl sweeps every 15 min. ', 'nan', 'nan', 'Repair rig booster ', 'nan', 'Coducted flow test 08 Sep AM, water production of ', 'Rotate & reciprocate pipe and wash and clean from 716m ', 'nan', 'nan', 'to 726m with 10bbl sweeps every 15 min. ', 'nan', 'indicating 23MCf/day ', nan, nan, nan, 'After test, tagged @735m ']",,
42688,180,[],,
42688,181,[],,
42688,182,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'BIT DATA ', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Bit # ', 'Size ', 'Make ', 'Type ', 'Serial # ', 'Jets ', 'Cond ', 'HTC ', 'STX-1 ', 'open ', 'used ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Rig ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Rig ', 'Bit # ', 'In ', 'Out ', 'Meters ', 'Hours ', 'WOB ', 'RPM ']",,
42688,183,"['Unnamed: 0', 'Daily ', 'Unnamed: 2', 'Location ', 'nan', 'move ', 'nan', 'nan', 'Fuel ', 'nan', 'Camp ', 'nan', 'BOPE ', 'nan', 'Bits ', 'nan', 'Air Equip ', 'nan', 'Equip rental ', 'Mud ', 'nan', 'Mud Logger ', 'nan', 'Transportation ', 'nan', 'Water d/1794 ', 'Labor ', 'nan', 'Supervision ', 'Core/DST ', 'nan', 'Logs ', 'nan', 'Cement ', 'nan', 'Fishing ', 'nan', 'Misc 4x4 ', 'Casing ', 'nan', 'Tubing ', 'nan', 'Rods ', 'nan', 'Wellhead ', 'nan', 'TOTAL ']",,
42688,184,[],,
42688,185,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Well: ', 'Fairview #97 ', 'nan', 'Date: ', 'Wednesday, September 07 2005 ', 'Drilled to: ', 'Town: ', 'Injune ', 'Basin: Bowen ', 'Days: ', 'Drilled from: ', 'Permit: ', 'PL91 ', 'nan', 'Rig: ', 'Mitchell Drilling 150 ', 'Meterage ', 'Location: ', 'Easting 696 362 ', 'Northing 7 162 463 ', 'Elevation: ', 'GL 481 RT 485.3 ', 'Formation ', 'Bandanna ']",,
42688,186,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'nan', 'nan', 'nan', 'MUD DATA ', 'nan', 'nan', 'Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'pH ', 'Ca ', 'CI ', 'AIR ', 'DATA-DRILLING ', 'nan', 'nan', 'GAS ', 'DATA-DRILLING ', 'Air Rate ', 'Foam Rate ', 'Foam Mix ', 'Depth ', 'Flare ', 'Duration ', 'nan', 'nan', 'nan', 'nan', 'nan', nan, nan, nan, 'CASING ', 'DATA ', nan]",,
42688,187,"['Air Rate ', 'Fill: ', 'Gas ']",,
42688,188,"['Bit # ', 'Size ', 'Make ', 'Type ', 'Serial # ', 'Jets ', 'Cond ', 'HTC ', 'STX-1 ', 'open ', 'used ', 'Bit # ', 'In ', 'Out ', 'Meters ', 'Hours ', 'WOB ', 'RPM ']",,
42688,189,"['Hours ', 'Operation ', 'Operation .1', 'Rotate & reciprocate pipe, wash and clean ', 'nan', 'nan', 'from 716m to 735m with 10bbl sweeps every 15 min. ', 'nan', 'Blow well dry. ', 'nan', 'Bucket test water flow 1013 bbl/day, pull back to csg shoe ', 'nan', 'Gas test thru .25"" orifice 0.5 psi, 23 MCF/day rig service. ', 'nan', 'RIH tag at 735m, pull back to casing shoe, unload well, ', 'nan', 'nan', 'nan', 'Rotate & reciprocate pipe, wash and clean from 735m ', 'Coducted flow test 09 Sep AM, indicating water production of ', 'nan', 'to 765m with 10bbl sweeps every 15 min. ', 'nan', 'Bm.short duration flares on connections ', 'indicating 25MCf/day ', 'Repair rig engine compressor (POOH to csg shoe 690m.) ', 'After test, tagged @ 719m. ']",,
42688,190,[],,
42688,191,[],,
42688,192,"['Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'Oil ', 'pH ', 'Ca ', 'CI ']",,
42688,193,"['Make ', 'Weight ', 'Grade ', 'Length ', 'line pipe ', 'nan', 'nan', 'Nippon ', 'K55 ', 'Nippon ', 'NT-80 ']",,
42688,194,"['Rig move ', 'Unnamed: 1', 'Rig ', 'Fuel ', 'nan', 'Camp ', 'nan', 'BOPE ', 'nan', 'Bits ', 'nan', 'Air Equip ', 'nan', 'Equip rental ', 'Mud ', 'nan', 'Mud Logger ', 'nan', 'Transportation ', 'nan', 'Water d1795 ', 'Labor ', 'nan', 'Supervision ', 'Core/DST ', 'nan', 'Logs ', 'nan', 'Cement ', 'nan', 'Fishing ', 'nan', 'Misc 4x4 ', 'Casing ', 'nan', 'Tubing ', 'nan', 'Rods ', 'nan', 'Wellhead ', 'nan', 'TOTAL ']",,
42688,195,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Well: ', 'Fairview #97 ', 'nan', 'Date: ', 'Thursday, September 08, 2005 ', 'Drilled to: ', 'Town: ', 'Injune ', 'Basin: Bowen ', 'Days: ', 'Drilled from: ', 'Permit: ', 'PL91 ', 'nan', 'Rig: ', 'Mitchell Drilling 150 ', 'Meterage ', 'Location: ', 'Easting 696 362 ', 'Northing 7 162 463 ', 'Elevation: ', 'GL 481 RT 485.3 ', 'Formation ']",,
42688,196,"['Hours ', 'Operation ', 'Operation .1', 'Repair rig engine compressor ', 'nan', 'RIH to tag @ 716m., clean well using air & 10bbl ', 'nan', 'nan', 'sweeps @ 15min intervals ', 'nan', 'Blow well dry. ', 'nan', 'Bucket test water flow 1643bbl/day, pul back to csg shoe ', 'nan', 'Gas test thru 25"" orifice 2.5 psi, 25MCF/day. rig service. ', 'nan', 'RIH tag at 719m, pull back to casing shoe, unload well, ', 'Coducted flow test 10 Sep AM, indicating water production of ', 'nan', 'Rotate & reciprocate pipe, wash and clean from 716m ', 'indicating 27MCf/day ', nan, 'to 726m with 10bbl sweeps every 15 min. ', 'After test, tagged @ 723m. ']",,
42688,197,"['Air Rate ', 'Fill: ', 'Gas ']",,
42688,198,[],,
42688,199,[],,
42688,200,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'BIT DATA ', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Bit # ', 'Size ', 'Make ', 'Type ', 'Serial # ', 'Jets ', 'Cond ', 'HTC ', 'STX-1 ', 'open ', 'used ', 'Bit # ', 'In ', 'Out ', 'Meters ', 'Hours ', 'WOB ', 'RPM ']",,
42688,201,"['Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'Oil ', 'pH ', 'Ca ', 'CI ']",,
42688,202,"['Unnamed: 0', 'Make ', 'Weight ', 'Grade ', 'Length ', 'Depth ', 'line pipe ', 'nan', 'nan', 'Nippon ', 'K55 ', nan, 'Nippon ', 'NT-80 ']",,
42688,203,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Well: ', 'Fairview #97 ', 'nan', 'Date: ', 'Friday, September 09, 2005 ', 'Drilled to: ', 'Town: ', 'Injune ', 'Basin: Bowen ', 'Days: ', 'Drilled from: ', 'Permit: ', 'PL91 ', 'nan', 'Rig: ', 'Mitchell Drilling 150 ', 'Meterage ', 'Location: ', 'Easting 696 362 ', 'Northing 7 162 463 ', 'Elevation: ', 'GL 481 RT 485.3 ', 'Formation ']",,
42688,204,"['Location ', 'Unnamed: 1', 'Rig move ', 'nan', 'Rig ', 'Fuel ', 'nan', 'Camp ', 'nan', 'BOPE ', 'nan', 'Bits ', 'nan', 'Air Equip ', 'nan', 'Equip rental ', 'Mud ', 'nan', 'Mud Logger ', 'nan', 'Transportation ', 'nan', 'Water d1796 ', 'Labor ', 'nan', 'Supervision ', 'Core/DST ', 'nan', 'Logs ', 'nan', 'Cement ', 'nan', 'Fishing ', 'nan', 'Misc 4x4 ', 'Casing ', 'nan', 'Tubing ', 'nan', 'Rods ', 'nan', 'Wellhead ', 'nan', 'TOTAL ']",,
42688,205,"['Bit # ', 'Size ', 'Make ', 'Type ', 'Serial # ', 'Jets ', 'Cond ', 'HTC ', 'STX-1 ', 'open ', 'used ', 'Bit # ', 'In ', 'Out ', 'Meters ', 'Hours ', 'WOB ', 'RPM ']",,
42688,206,"['Hours ', 'Operation ', 'Operation .1', 'Clean well 716 726m using air & 10bbl ', 'nan', 'nan', 'sweeps @ 15min intervals ', 'nan', 'Blow well dry ', 'nan', 'Bucket test water flow 1402bbl/day, pull back to csg shoe ', 'nan', 'Gas test thru .25"" orifice 3.5 psi, 27MCF/day. rig service. ', 'nan', 'RIH tag at 723m, pull back to casing shoe, unload well, ', 'nan', 'nan', 'nan', 'Rotate & reciprocate pipe, wash and clean from 716m ', 'Coducted flow test 11 Sep AM, indicating water production of ', 'nan', 'to 726m with 10bbl sweeps every 15 min. ', 'nan', 'nan', 'indicating 30MCf/day ', nan, nan, 'After test, tagged @ 731m ']",,
42688,207,"['Air Rate ', 'Fill: ', 'Gas ']",,
42688,208,[],,
42688,209,[],,
42688,210,"['Size ', 'Make ', 'Weight ', 'Grade ', 'Length ', 'line pipe ', 'nan', 'nan', 'Nippon ', 'K55 ', 'Nippon ', 'NT-80 ']",,
42688,211,"['Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'Cake ', 'pH ', 'Ca ', 'CI ', 'LCM ']",,
42688,212,"['Location ', 'Unnamed: 1', 'Rig move ', 'nan', 'Rig ', 'Fuel ', 'nan', 'Camp ', 'nan', 'BOPE ', 'nan', 'Bits ', 'nan', 'Air Equip ', 'nan', 'Equip rental ', 'Mud ', 'nan', 'Mud Logger ', 'nan', 'Transportation ', 'nan', 'Water d1797 ', 'Labor ', 'nan', 'Supervision ', 'Core/DST ', 'nan', 'Logs ', 'nan', 'Cement ', 'nan', 'Fishing ', 'nan', 'Misc 4x4 ', 'Casing ', 'nan', 'Tubing ', 'nan', 'Rods ', 'nan', 'Wellhead ', 'nan', 'TOTAL ']",,
42688,213,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Well: ', 'Fairview #97 ', 'nan', 'Date: ', 'Saturday, September 10, 2005 ', 'Drilled to: ', 'Town: ', 'Injune ', 'Basin: Bowen ', 'Days: ', 'Drilled from: ', 'Permit: ', 'PL91 ', 'nan', 'Rig: ', 'Mitchell Drilling 150 ', 'Meterage ', 'Location: ', 'Easting 696 362 ', 'Northing 7 162 463 ', 'Elevation: ', 'GL 481 RT 485.3 ', 'Formation ', 'Bandanna ']",,
42688,214,"['Hours ', 'Operation ', 'Operation .1', 'Clean well 716 735m using air & 10bbl ', 'nan', 'nan', 'sweeps @ 15min intervals ', 'nan', 'Blow well dry ', 'nan', 'Bucket test water flow 1487bbl/day, pull back to csg shoe ', 'nan', 'Gas test thru 25"" orifice 6psi, 30MCF/day rig service. ', 'nan', 'RIH tag at 731m, pull back to casing shoe, unload well, ', 'nan', 'nan', 'Coducted flow test 12Sep AM, indicating water production of ', 'Rotate & reciprocate pipe, wash and clean from 726m ', 'nan', 'to 774m with 10bbl sweeps every 15 min. ', 'indicating 29MCf/day ', nan, 'After test, tagged @ 731m. ']",,
42688,215,"['Air Rate ', 'Fill: ', 'Gas ']",,
42688,216,[],,
42688,217,[],,
42688,218,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'BIT DATA ', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Bit # ', 'Size ', 'Make ', 'Type ', 'Serial # ', 'Jets ', 'Cond ', 'HTC ', 'STX-1 ', 'open ', 'used ', 'Bit # ', 'In ', 'Out ', 'Meters ', 'Hours ', 'WOB ', 'RPM ']",,
42688,219,"['Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'Oil ', 'pH ', 'Ca ', 'CI ']",,
42688,220,"['Unnamed: 0', 'Make ', 'Weight ', 'Grade ', 'Length ', 'Depth ', 'line pipe ', 'nan', 'nan', 'Nippon ', 'K55 ', nan, 'Nippon ', 'NT-80 ']",,
42688,221,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Well: ', 'Fairview #97 ', 'nan', 'Date: ', 'Sunday, September 11, 2005 Drilled to: 784 ', 'Town: ', 'Injune ', 'Basin: Bowen ', 'Days: ', 'Permit: ', 'PL91 ', 'nan', 'Rig: ', 'Mitchell Drilling 150 Meterage 0 ', 'Location: ', 'Easting 696 362 ', 'Northing 7 162 463 ', 'Elevation: ', 'GL 481 RT 485.3 Formation Bandanna ']",,
42688,222,"['Location ', 'Unnamed: 1', 'Rig move ', 'nan', 'Rig ', 'Fuel ', 'nan', 'Camp ', 'nan', 'BOPE ', 'nan', 'Bits ', 'nan', 'Air Equip ', 'nan', 'Equip rental ', 'Mud ', 'nan', 'Mud Logger ', 'nan', 'Transportation ', 'nan', 'Water d1798 ', 'Labor ', 'nan', 'Supervision ', 'Core/DST ', 'nan', 'Logs ', 'nan', 'Cement ', 'nan', 'Fishing ', 'nan', 'Misc 4x4 ', 'Casing ', 'nan', 'Tubing ', 'nan', 'Rods ', 'nan', 'Wellhead ', 'nan', 'TOTAL ', nan, 'Comments ', nan]",,
42688,223,"['Hours ', 'Operation ', 'Operation .1', 'Clean well @ 774m using air & 10bbl ', 'nan', 'nan', 'sweeps @ 15min intervals ', 'nan', 'Blow well dry ', 'nan', 'Bucket test water flow 1856bbl/day, pull back to csg shoe ', 'nan', 'Gas test thru 25"" orifice 5psi, 29MCF/day rig service. ', 'nan', 'RIH tag at 731m, pull back to casing shoe, unload well, ', 'nan', 'nan', 'Conducted flow test 13 Sep am, indicating water production of ', 'Rotate & reciprocate pipe, wash and clean from 726m ', 'nan', 'to 784m with 10bbl sweeps every 15 min. ', 'indicating 41MCf/day ', nan, 'After test, tagged @ 731m. ']",,
42688,224,[],,
42688,225,"['Air Rate ', 'Fill: ', 'Gas ']",,
42688,226,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'BIT DATA ', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Bit # ', 'Size ', 'Make ', 'Type ', 'Serial # ', 'Jets ', 'Cond ', 'HTC ', 'STX-1 ', 'open ', 'used ', 'Bit # ', 'In ', 'Out ', 'Meters ', 'Hours ', 'WOB ', 'RPM ']",,
42688,227,[],,
42688,228,"['Weight ', 'Visc ', 'PV ', 'YP ', 'Gels ', 'WL ', 'Oil ', 'pH ', 'Ca ', 'CI ']",,
