DocID,PageNum,LineNum,SectionPrefix,SectionText,SectionPage,Heading,TagMethod,LineText
28882,3,18,cyfra1 punkt cyfra2 , 	Mobile metal ion (MMI) soil sampling ,cyfra1 ,,,cyfra1 punkt cyfra2  	Mobile metal ion (MMI) soil sampling cyfra1 
28882,3,19,cyfra1 punkt cyfra2 punkt cyfra3 , Introduction ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Introduction cyfra1 
28882,3,20,cyfra1 punkt cyfra2 punkt cyfra3 , 	Sampling and analysis ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  	Sampling and analysis cyfra1 
28882,3,21,cyfra1 punkt cyfra2 punkt cyfra3 , Results ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Results cyfra1 
28882,3,22,cyfra1 punkt cyfra2 , 	RC drilling ,cyfra1 ,,,cyfra1 punkt cyfra2  	RC drilling cyfra1 
28882,3,23,cyfra1 punkt cyfra2 punkt cyfra3 , Introduction ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Introduction cyfra1 
28882,3,24,cyfra1 punkt cyfra2 punkt cyfra3 , Drill hole logs ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Drill hole logs cyfra1 
28882,3,25,cyfra1 punkt cyfra2 punkt cyfra3 , 	Geochemical results ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  	Geochemical results cyfra1 
28882,3,26,cyfra1 punkt , 	PLANNED WORK ,cyfra1 ,,,cyfra1 punkt  	PLANNED WORK cyfra1 
28882,3,27,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,,,cyfra1 punkt  	CONCLUSIONS cyfra1 
28882,3,28,,REFERENCES ,cyfra1 ,,,REFERENCES cyfra1 
29013,3,1,,Police Creek Annual Report 	June 1997,,0.0,legacy,Police Creek Annual Report 	June 1997
29013,3,2,,TABLE OF CONTENTS,,0.0,legacy,TABLE OF CONTENTS
29013,3,3,,Page,,0.0,legacy,Page
29013,3,4,,SUMMARY,,1.0,legacy,SUMMARY
29013,3,5,,INTRODUCTION ,cyfra1 ,1.0,legacy,INTRODUCTION cyfra1 
29013,3,6,cyfra1 punkt cyfra2 , 	Purpose and aim of report ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Purpose and aim of report cyfra1 
29013,3,7,cyfra1 punkt cyfra2 , 	Locatioan of the Police Creek GEOTEM survey ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Locatioan of the Police Creek GEOTEM survey cyfra1 
29013,3,8,cyfra1 punkt cyfra2 , 	Survey's coordinate system ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Survey's coordinate system cyfra1 
29013,3,9,cyfra1 punkt cyfra2 , 	Tenement status and details ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Tenement status and details cyfra1 
29013,3,10,cyfra1 punkt cyfra2 , 	Local geology ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Local geology cyfra1 
29013,3,11,cyfra1 punkt cyfra2 , 	Target rationale and concept ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Target rationale and concept cyfra1 
29013,3,12,cyfra1 punkt cyfra2 , 	Previous work done ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Previous work done cyfra1 
29013,3,13,cyfra1 punkt , 	1997 POLICE CREEK GEOTEM SURVEY ,cyfra1 ,1.0,legacy,cyfra1 punkt  	1997 POLICE CREEK GEOTEM SURVEY cyfra1 
29013,3,14,cyfra1 punkt cyfra2 , 	GEOTEM survey area ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	GEOTEM survey area cyfra1 
29013,3,15,cyfra1 punkt cyfra2 , 	Technical survey parameters ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Technical survey parameters cyfra1 
29013,3,16,cyfra1 punkt cyfra2 punkt cyfra3 , GEOTEM character over survey area ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2 punkt cyfra3  GEOTEM character over survey area cyfra1 
29013,3,17,cyfra1 punkt cyfra2 punkt cyfra3 , GEOTEM anomalies ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2 punkt cyfra3  GEOTEM anomalies cyfra1 
29013,3,18,cyfra1 punkt , 	FOLLOW UP OF GEOTEM ANOMALIES ,cyfra1 ,1.0,legacy,cyfra1 punkt  	FOLLOW UP OF GEOTEM ANOMALIES cyfra1 
29013,3,19,cyfra1 punkt , 	CONCLUSIONS AND RECOMMENDATIONS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	CONCLUSIONS AND RECOMMENDATIONS cyfra1 
29013,3,20,cyfra1 punkt , 	REFERENCES ,cyfra1 ,1.0,legacy,cyfra1 punkt  	REFERENCES cyfra1 
29349,3,1,,"EPMs 8913, 10435 Sandy Creek JV 	November 1997",,0.0,legacy,"EPMs 8913, 10435 Sandy Creek JV 	November 1997"
29349,3,2,,TABLE OF CONTENTS,,0.0,legacy,TABLE OF CONTENTS
29349,3,3,,Page,,0.0,legacy,Page
29349,3,4,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	INTRODUCTION cyfra1 
29349,3,5,cyfra1 punkt , 	TENEMENTS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	TENEMENTS cyfra1 
29349,3,6,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,1.0,legacy,cyfra1 punkt  	GEOLOGY cyfra1 
29349,3,7,cyfra1 punkt , 	WORK COMPLETED ,cyfra1 ,1.0,legacy,cyfra1 punkt  	WORK COMPLETED cyfra1 
29349,3,8,cyfra1 punkt cyfra2 , 	Kuridala Combined GEOTEM and Aeromagnetic Survey ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Kuridala Combined GEOTEM and Aeromagnetic Survey cyfra1 
29349,3,9,cyfra1 punkt cyfra2 , 	Jolimont Gravity Survey ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Jolimont Gravity Survey cyfra1 
29349,3,10,cyfra1 punkt cyfra2 , 	Bustard Flat Moving Loop SIROTEM ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Bustard Flat Moving Loop SIROTEM cyfra1 
29349,3,11,cyfra1 punkt cyfra2 , 	Bustard Flat Drilling: ANP453 ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Bustard Flat Drilling: ANP453 cyfra1 
29349,3,12,cyfra1 punkt , 	CONCLUSIONS AND RECOMMENDATIONS ,cyfra1 ,2.0,legacy,cyfra1 punkt  	CONCLUSIONS AND RECOMMENDATIONS cyfra1 
29733,3,1,,Lightning Creek/Buster Creek Joint Venture 	March 1997,,0.0,legacy,Lightning Creek/Buster Creek Joint Venture 	March 1997
29733,3,2,,TABLE OF CONTENTS,,0.0,legacy,TABLE OF CONTENTS
29733,3,3,,Page,,0.0,legacy,Page
29733,3,4,,SUMMARY,,1.0,legacy,SUMMARY
29733,3,5,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	INTRODUCTION cyfra1 
29733,3,6,cyfra1 punkt , 	TENEMENT DETAILS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	TENEMENT DETAILS cyfra1 
29733,3,7,cyfra1 punkt , 	PREVIOUS WORK ,cyfra1 ,1.0,legacy,cyfra1 punkt  	PREVIOUS WORK cyfra1 
29733,3,8,cyfra1 punkt , 	WORK COMPLETED FOR THE YEAR TO 15 TH ,cyfra1 ,1.0,legacy,cyfra1 punkt  	WORK COMPLETED FOR THE YEAR TO 15 TH cyfra1 
29733,3,9,,"DECEMBER, 1997",,0.0,legacy,"DECEMBER, 1997"
29733,3,10,cyfra1 punkt cyfra2 , 	Cowie GEOTEM anomaly ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Cowie GEOTEM anomaly cyfra1 
29733,3,11,cyfra1 punkt cyfra2 , 	Moving Loop EM and Ground Magnetics ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Moving Loop EM and Ground Magnetics cyfra1 
29733,3,12,cyfra1 punkt cyfra2 , 	Diamond drilling ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Diamond drilling cyfra1 
29733,3,13,cyfra1 punkt , 	CONCLUSIONS AND RECOMMENDATIONS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	CONCLUSIONS AND RECOMMENDATIONS cyfra1 
29848,3,1,,Kilwinning and Ashling Annual Report 	February 1998,,,,Kilwinning and Ashling Annual Report 	February 1998
29848,3,2,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
29848,3,3,,SUMMARY 	Page,,,,SUMMARY 	Page
29848,3,4,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,,,cyfra1 punkt  	INTRODUCTION cyfra1 
29848,3,5,cyfra1 punkt , 	LOCATION AND ACCESS ,cyfra1 ,,,cyfra1 punkt  	LOCATION AND ACCESS cyfra1 
29848,3,6,cyfra1 punkt , 	TENEMENT DETAILS ,cyfra1 ,,,cyfra1 punkt  	TENEMENT DETAILS cyfra1 
29848,3,7,cyfra1 punkt , 	PREVIOUS EXPLORATION ,cyfra1 ,,,cyfra1 punkt  	PREVIOUS EXPLORATION cyfra1 
29848,3,8,cyfra1 punkt , 	GEOLOGY ,cyfra1 ,,,cyfra1 punkt  	GEOLOGY cyfra1 
29848,3,9,cyfra1 punkt , 	WORK COMPLETED DURING THE REPORTING PERIOD ,cyfra1 ,,,cyfra1 punkt  	WORK COMPLETED DURING THE REPORTING PERIOD cyfra1 
29848,3,10,cyfra1 punkt cyfra2 , 	Site BM71 ,cyfra1 ,,,cyfra1 punkt cyfra2  	Site BM71 cyfra1 
29848,3,11,cyfra1 punkt cyfra2 , 	Site BM148 ,cyfra1 ,,,cyfra1 punkt cyfra2  	Site BM148 cyfra1 
29848,3,12,cyfra1 punkt cyfra2 , 	Site BM147 ,cyfra1 ,,,cyfra1 punkt cyfra2  	Site BM147 cyfra1 
29848,3,13,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,,,cyfra1 punkt  	CONCLUSIONS cyfra1 
2984,2,1,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
2984,2,2,,Page,,,,Page
2984,2,3,,SUMMARY,,,,SUMMARY
2984,2,4,cyfra1 punkt , 	INTRODUCTION,,,,cyfra1 punkt  	INTRODUCTION
2984,2,6,cyfra1 punkt , 	EXPERIMENTAL ,cyfra1 ,,,cyfra1 punkt  	EXPERIMENTAL cyfra1 
2984,2,7,cyfra1 punkt , 	RESULTS ,cyfra1 ,,,cyfra1 punkt  	RESULTS cyfra1 
2984,2,8,cyfra1 punkt , 	DISCUSSION,,,,cyfra1 punkt  	DISCUSSION
2984,2,10,cyfra1 punkt , 	RECOMMENDED PROCEDURE FOR TESTING ,cyfra1 ,,,cyfra1 punkt  	RECOMMENDED PROCEDURE FOR TESTING cyfra1 
2984,2,11,,FUTURE BEACH SAND SAMPLES,,,,FUTURE BEACH SAND SAMPLES
2984,2,12,cyfra1 punkt , 	CONCLUSIONS,,,,cyfra1 punkt  	CONCLUSIONS
2984,2,14,cyfra1 punkt , 	ACKNOWLEDGEMENTS ,cyfra1 ,,,cyfra1 punkt  	ACKNOWLEDGEMENTS cyfra1 
2984,2,15,cyfra1 punkt , 	REFERENCES ,cyfra1 ,,,cyfra1 punkt  	REFERENCES cyfra1 
2984,2,16,,"APPENDIX A. 	USES, ANALYSIS AND PRICES ",cyfra1 ,,,"APPENDIX A. 	USES, ANALYSIS AND PRICES cyfra1 "
2984,2,17,,OF MINERALS RECOVERED FROM,,,,OF MINERALS RECOVERED FROM
2984,2,18,,AUSTRALIAN BEACH SANDS,,,,AUSTRALIAN BEACH SANDS
2984,2,19,,APPENDIX B. 	MINERAL DRESSING PRACTICE IN ,cyfra1 ,,,APPENDIX B. 	MINERAL DRESSING PRACTICE IN cyfra1 
2984,2,20,,THE BEACH MINING INDUSTRY,,,,THE BEACH MINING INDUSTRY
2984,2,21,,APPENDIX C. 	DETAILED RESULTS ,cyfra1 ,,,APPENDIX C. 	DETAILED RESULTS cyfra1 
29850,3,1,,EPMs 7668 and 7669 Alexandra and Coolullah 	December 1997,,,,EPMs 7668 and 7669 Alexandra and Coolullah 	December 1997
29850,3,2,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
29850,3,3,,SUMMARY 	Page,,,,SUMMARY 	Page
29850,3,4,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,,,cyfra1 punkt  	INTRODUCTION cyfra1 
29850,3,5,cyfra1 punkt , 	TENEMENTS ,cyfra1 ,,,cyfra1 punkt  	TENEMENTS cyfra1 
29850,3,6,cyfra1 punkt , 	EXPLORATION WORK COMPLETED ,cyfra1 ,,,cyfra1 punkt  	EXPLORATION WORK COMPLETED cyfra1 
29850,3,7,cyfra1 punkt cyfra2 , 	Hydrogeochemical Sampling ,cyfra1 ,,,cyfra1 punkt cyfra2  	Hydrogeochemical Sampling cyfra1 
29850,3,8,cyfra1 punkt cyfra2 , 	Open Range Aeromagnetic/Radiometric Survey ,cyfra1 ,,,cyfra1 punkt cyfra2  	Open Range Aeromagnetic/Radiometric Survey cyfra1 
29850,3,9,cyfra1 punkt cyfra2 , 	Gravity Survey ,cyfra1 ,,,cyfra1 punkt cyfra2  	Gravity Survey cyfra1 
29850,3,10,cyfra1 punkt cyfra2 , 	Detailed aeromagnetic Survey ,cyfra1 ,,,cyfra1 punkt cyfra2  	Detailed aeromagnetic Survey cyfra1 
29850,3,11,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,,,cyfra1 punkt  	CONCLUSIONS cyfra1 
30281,2,1,,CONTENTS,,0.0,legacy,CONTENTS
30281,2,2,,ITEM 	PAGE,,0.0,legacy,ITEM 	PAGE
30281,2,3,,SUMMARY ,cyfra1 ,1.0,legacy,SUMMARY cyfra1 
30281,2,4,,INTRODUCTION ,cyfra1 ,1.0,legacy,INTRODUCTION cyfra1 
30281,2,5,,Table 1: Borehole Data ,cyfra1 ,2.0,legacy,Table 1: Borehole Data cyfra1 
30281,2,6,,GEOLOGY ,cyfra1 ,1.0,legacy,GEOLOGY cyfra1 
30281,2,7,,DRILLING OPERATIONS 	2 3,,1.0,legacy,DRILLING OPERATIONS 	2 3
30281,2,8,,LITHOLOGICAL AND MUD GAS LOGGING ,cyfra1 ,1.0,legacy,LITHOLOGICAL AND MUD GAS LOGGING cyfra1 
30281,2,9,,WIRELINE LOGGING ,cyfra1 ,1.0,legacy,WIRELINE LOGGING cyfra1 
30281,2,10,,DRILL STEM TESTING ,cyfra1 ,1.0,legacy,DRILL STEM TESTING cyfra1 
30281,2,11,,PLUG AND ABANDON PROGRAMME 	3 4,,1.0,legacy,PLUG AND ABANDON PROGRAMME 	3 4
30281,2,12,,ATTACHED FIGURES,,0.0,legacy,ATTACHED FIGURES
30281,2,13,,Figure 	Location and Geological Setting,,0.0,legacy,Figure 	Location and Geological Setting
30281,2,14,,Figure 2 	Drilling Progress,,0.0,legacy,Figure 2 	Drilling Progress
30281,2,15,,ENCLOSURES,,0.0,legacy,ENCLOSURES
30281,2,16,,Cuttings Descriptions,,0.0,legacy,Cuttings Descriptions
30281,2,17,,Formation Evaluation Log,,0.0,legacy,Formation Evaluation Log
30281,2,18,,$77 7313 13,,0.0,legacy,$77 7313 13
30281,2,19,cyfra1 punkt ,\,,0.0,legacy,cyfra1 punkt \
30340,3,1,,"EPMs 10954, 10955, 10956, 10963, 	September 1998",,,,"EPMs 10954, 10955, 10956, 10963, 	September 1998"
30340,3,2,cyfra1 ,", & 10966",,,,"cyfra1 , & 10966"
30340,3,3,,TABLE OF CONTENTS,,,,TABLE OF CONTENTS
30340,3,4,,SUMMARY,,,,SUMMARY
30340,3,5,,Page,,,,Page
30340,3,6,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,,,cyfra1 punkt  	INTRODUCTION cyfra1 
30340,3,7,cyfra1 punkt , 	TENEMENT DETAILS ,cyfra1 ,,,cyfra1 punkt  	TENEMENT DETAILS cyfra1 
30340,3,8,cyfra1 punkt cyfra2 , 	EPM 10965 Coen ,cyfra1 ,,,cyfra1 punkt cyfra2  	EPM 10965 Coen cyfra1 
30340,3,9,cyfra1 punkt cyfra2 , 	EPM 10966 Stewart River ,cyfra1 ,,,cyfra1 punkt cyfra2  	EPM 10966 Stewart River cyfra1 
30340,3,10,cyfra1 punkt cyfra2 , 	EPM 10963 Silver Plains ,cyfra1 ,,,cyfra1 punkt cyfra2  	EPM 10963 Silver Plains cyfra1 
30340,3,11,cyfra1 punkt cyfra2 , 	EPM 10956 Breakfast Creek ,cyfra1 ,,,cyfra1 punkt cyfra2  	EPM 10956 Breakfast Creek cyfra1 
30340,3,12,cyfra1 punkt cyfra2 , 	EPM 10954 Balclutha Creek ,cyfra1 ,,,cyfra1 punkt cyfra2  	EPM 10954 Balclutha Creek cyfra1 
30340,3,13,cyfra1 punkt cyfra2 , 	EPM 10955 Mount Walsh ,cyfra1 ,,,cyfra1 punkt cyfra2  	EPM 10955 Mount Walsh cyfra1 
30340,3,14,cyfra1 punkt , 	REGIONAL GEOLOGY ,cyfra1 ,,,cyfra1 punkt  	REGIONAL GEOLOGY cyfra1 
30340,3,15,cyfra1 punkt , 	WORK CONDUCTED ,cyfra1 ,,,cyfra1 punkt  	WORK CONDUCTED cyfra1 
30340,3,16,cyfra1 punkt cyfra2 , 	Follow-up of previous Soil BCL Results ,cyfra1 ,,,cyfra1 punkt cyfra2  	Follow-up of previous Soil BCL Results cyfra1 
30340,3,17,cyfra1 punkt cyfra2 , 	Magnetic Anomalies ,cyfra1 ,,,cyfra1 punkt cyfra2  	Magnetic Anomalies cyfra1 
30340,3,18,cyfra1 punkt cyfra2 punkt cyfra3 , Ground Magnetic Data ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Ground Magnetic Data cyfra1 
30340,3,19,cyfra1 punkt cyfra2 punkt cyfra3 , 	Soil Data ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  	Soil Data cyfra1 
30340,3,20,cyfra1 punkt cyfra2 , 	Soil Sampling in Gahnite Anomalous Drainage ,cyfra1 ,,,cyfra1 punkt cyfra2  	Soil Sampling in Gahnite Anomalous Drainage cyfra1 
30340,3,21,cyfra1 punkt cyfra2 , 	Drill Testing of Magnetic Targets ,cyfra1 ,,,cyfra1 punkt cyfra2  	Drill Testing of Magnetic Targets cyfra1 
30340,3,22,cyfra1 punkt , 	CONCLUSIONS AND RECOMMENDATIONS ,cyfra1 ,,,cyfra1 punkt  	CONCLUSIONS AND RECOMMENDATIONS cyfra1 
30340,3,23,,REFERENCES ,cyfra1 ,,,REFERENCES cyfra1 
30392,4,1,,Urandangi Project Annual Report 	September 1998,,0.0,legacy,Urandangi Project Annual Report 	September 1998
30392,4,2,,TABLE OF CONTENTS,,0.0,legacy,TABLE OF CONTENTS
30392,4,3,,Page,,0.0,legacy,Page
30392,4,4,,SUMMARY,,1.0,legacy,SUMMARY
30392,4,5,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	INTRODUCTION cyfra1 
30392,4,6,,-,,0.0,legacy,-
30392,4,7,cyfra1 punkt , 	TENURE ,cyfra1 ,1.0,legacy,cyfra1 punkt  	TENURE cyfra1 
30392,4,8,cyfra1 punkt , 	RATIONALE FOR EXPLORATION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	RATIONALE FOR EXPLORATION cyfra1 
30392,4,9,cyfra1 punkt , 	PREVIOUS WORK BY BHP MINERALS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	PREVIOUS WORK BY BHP MINERALS cyfra1 
30392,4,10,cyfra1 punkt , 	WORK COMPLETED BY BHP MINERALS IN THE CURRENT,,1.0,legacy,cyfra1 punkt  	WORK COMPLETED BY BHP MINERALS IN THE CURRENT
30392,4,11,,TERM ,cyfra1 ,0.0,legacy,TERM cyfra1 
30392,4,12,cyfra1 punkt cyfra2 , 	Site U 24 ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Site U 24 cyfra1 
30392,4,13,cyfra1 punkt , 	CONCLUSIONS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	CONCLUSIONS cyfra1 
3051,2,1,,CONTENTS,,,,CONTENTS
3051,2,2,,Page,,,,Page
3051,2,3,,SUMMARY,,,,SUMMARY
3051,2,4,cyfra1 punkt , INTRODUCTION ,cyfra1 ,,,cyfra1 punkt  INTRODUCTION cyfra1 
3051,2,5,cyfra1 punkt cyfra2 , Review of General Background and Literature ,cyfra1 ,,,cyfra1 punkt cyfra2  Review of General Background and Literature cyfra1 
3051,2,6,cyfra1 punkt cyfra2 punkt cyfra3 , Literature Review ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Literature Review cyfra1 
3051,2,7,cyfra1 punkt , MATERIALS EXAMINED ,cyfra1 ,,,cyfra1 punkt  MATERIALS EXAMINED cyfra1 
3051,2,8,cyfra1 punkt cyfra2 , Soil Samples ,cyfra1 ,,,cyfra1 punkt cyfra2  Soil Samples cyfra1 
3051,2,9,cyfra1 punkt cyfra2 , Coal Samples ,cyfra1 ,,,cyfra1 punkt cyfra2  Coal Samples cyfra1 
3051,2,10,cyfra1 punkt , EXPERIMENTAL PROCEDURE AND RESULTS ,cyfra1 ,,,cyfra1 punkt  EXPERIMENTAL PROCEDURE AND RESULTS cyfra1 
3051,2,11,cyfra1 punkt cyfra2 , Initial Sulphonation Trials ,cyfra1 ,,,cyfra1 punkt cyfra2  Initial Sulphonation Trials cyfra1 
3051,2,12,cyfra1 punkt cyfra2 , Determination of Exchange Capacity ,cyfra1 ,,,cyfra1 punkt cyfra2  Determination of Exchange Capacity cyfra1 
3051,2,13,cyfra1 punkt cyfra2 , Oxidation Trials ,cyfra1 ,,,cyfra1 punkt cyfra2  Oxidation Trials cyfra1 
3051,2,14,cyfra1 punkt cyfra2 , Release of Phosphate by Modified Coals ,cyfra1 ,,,cyfra1 punkt cyfra2  Release of Phosphate by Modified Coals cyfra1 
3051,2,15,cyfra1 punkt cyfra2 punkt cyfra3 , Release from Calcined C-grade Phosphate ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Release from Calcined C-grade Phosphate cyfra1 
3051,2,16,cyfra1 punkt cyfra2 punkt cyfra3 , Release from Soils ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Release from Soils cyfra1 
3051,2,17,cyfra1 punkt cyfra2 punkt cyfra3 , Release from Calcined C-grade in the Presence ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Release from Calcined C-grade in the Presence cyfra1 
3051,2,18,,of Soil,,,,of Soil
3051,2,19,cyfra1 punkt cyfra2 , Sulphonation of Other Australian Coals ,cyfra1 ,,,cyfra1 punkt cyfra2  Sulphonation of Other Australian Coals cyfra1 
3051,2,20,cyfra1 punkt cyfra2 punkt cyfra3 , Cost of Sulphonated Coal ,cyfra1 ,,,cyfra1 punkt cyfra2 punkt cyfra3  Cost of Sulphonated Coal cyfra1 
3051,2,21,cyfra1 punkt , DISCUSSION ,cyfra1 ,,,cyfra1 punkt  DISCUSSION cyfra1 
3051,2,22,cyfra1 punkt cyfra2 , Economics of Sulphonated Coal - Manufacture and Use ,cyfra1 ,,,cyfra1 punkt cyfra2  Economics of Sulphonated Coal - Manufacture and Use cyfra1 
3051,2,23,cyfra1 punkt cyfra2 , Further Lines of Investigation ,cyfra1 ,,,cyfra1 punkt cyfra2  Further Lines of Investigation cyfra1 
3051,2,24,cyfra1 punkt , CONCLUSIONS AND RECOMMENDATIONS ,cyfra1 ,,,cyfra1 punkt  CONCLUSIONS AND RECOMMENDATIONS cyfra1 
3051,2,25,cyfra1 punkt , ACKNOWLEDGEMENTS ,cyfra1 ,,,cyfra1 punkt  ACKNOWLEDGEMENTS cyfra1 
3051,2,26,cyfra1 punkt , REFERENCES ,cyfra1 ,,,cyfra1 punkt  REFERENCES cyfra1 
3051,2,27,,TABLES 1 TO 10,,,,TABLES 1 TO 10
3051,2,28,,FIGURES 1 AND 2,,,,FIGURES 1 AND 2
30540,3,1,,EPM 10628 	September 1998,,0.0,legacy,EPM 10628 	September 1998
30540,3,2,,TABLE OF CONTENTS,,0.0,legacy,TABLE OF CONTENTS
30540,3,3,,Page,,0.0,legacy,Page
30540,3,4,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	INTRODUCTION cyfra1 
30540,3,5,cyfra1 punkt , 	TENEMENT DETAILS ,cyfra1 ,1.0,legacy,cyfra1 punkt  	TENEMENT DETAILS cyfra1 
30540,3,6,cyfra1 punkt , 	PREVIOUS EXPLORATION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	PREVIOUS EXPLORATION cyfra1 
30540,3,7,cyfra1 punkt , 	WORK COMPLETED ,cyfra1 ,1.0,legacy,cyfra1 punkt  	WORK COMPLETED cyfra1 
30540,3,8,cyfra1 punkt cyfra2 ," 	Ground PROTEM Survey, Line 2100N ",cyfra1 ,2.0,legacy,"cyfra1 punkt cyfra2  	Ground PROTEM Survey, Line 2100N cyfra1 "
30540,3,9,cyfra1 punkt cyfra2 , 	Drill Hole BD01 ,cyfra1 ,2.0,legacy,cyfra1 punkt cyfra2  	Drill Hole BD01 cyfra1 
30540,3,10,cyfra1 punkt cyfra2 ," 	Downhole PROTEM, Hole BD01 ",cyfra1 ,2.0,legacy,"cyfra1 punkt cyfra2  	Downhole PROTEM, Hole BD01 cyfra1 "
30540,3,11,cyfra1 punkt , 	CONCLUSION ,cyfra1 ,1.0,legacy,cyfra1 punkt  	CONCLUSION cyfra1 
30540,3,12,,REFERENCES ,cyfra1 ,1.0,legacy,REFERENCES cyfra1 
30937,3,1,,LIST OF CONTENTS,,,,LIST OF CONTENTS
30937,3,2,,Page,,,,Page
30937,3,3,,SUMMARY,,,,SUMMARY
30937,3,4,cyfra1 punkt , INTRODUCTION ,cyfra1 ,,,cyfra1 punkt  INTRODUCTION cyfra1 
30937,3,5,cyfra1 punkt , TENEMENT DETAILS ,cyfra1 ,,,cyfra1 punkt  TENEMENT DETAILS cyfra1 
30937,3,6,cyfra1 punkt cyfra2 , 	Location and Access. ,cyfra1 ,,,cyfra1 punkt cyfra2  	Location and Access. cyfra1 
30937,3,7,cyfra1 punkt cyfra2 , 	Tenure ,cyfra1 ,,,cyfra1 punkt cyfra2  	Tenure cyfra1 
30937,3,8,cyfra1 punkt , GEOLOGY ,cyfra1 ,,,cyfra1 punkt  GEOLOGY cyfra1 
30937,3,9,cyfra1 punkt , PREVIOUS WORK ,cyfra1 ,,,cyfra1 punkt  PREVIOUS WORK cyfra1 
30937,3,10,cyfra1 punkt , WORK COMPLETED DURING THE CURRENT REPORTING PERIOD 5,,,,cyfra1 punkt  WORK COMPLETED DURING THE CURRENT REPORTING PERIOD 5
30937,3,11,cyfra1 punkt cyfra2 , 	Summary ,cyfra1 ,,,cyfra1 punkt cyfra2  	Summary cyfra1 
30937,3,12,cyfra1 punkt cyfra2 , 	Drilling ,cyfra1 ,,,cyfra1 punkt cyfra2  	Drilling cyfra1 
30937,3,13,cyfra1 punkt cyfra2 , 	Ground Magnetic Surveys ,cyfra1 ,,,cyfra1 punkt cyfra2  	Ground Magnetic Surveys cyfra1 
30937,3,14,cyfra1 punkt cyfra2 , 	Spell Paddock Prospect ,cyfra1 ,,,cyfra1 punkt cyfra2  	Spell Paddock Prospect cyfra1 
30937,3,15,cyfra1 punkt cyfra2 , 	Pintpot East (JTG 027) ,cyfra1 ,,,cyfra1 punkt cyfra2  	Pintpot East (JTG 027) cyfra1 
