DocID,PageNum,LineNum,Text,SectionPrefix,SectionText,SectionPage,ProcessedText,Heading,TagMethod
22701,3,11,7. 	EXPENDITURE,cyfra1 punkt , 	EXPENDITURE,,cyfra1 punkt  	EXPENDITURE,1,legacy
23067,3,1,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,auto
23067,3,2,1. 	INTRODUCTION,cyfra1 punkt , 	INTRODUCTION,,cyfra1 punkt  	INTRODUCTION,1,auto
23067,3,3,2. 	TENEMENT DETAILS,cyfra1 punkt , 	TENEMENT DETAILS,,cyfra1 punkt  	TENEMENT DETAILS,1,auto
23067,3,4,3. 	LOCATION AND ACCESS,cyfra1 punkt , 	LOCATION AND ACCESS,,cyfra1 punkt  	LOCATION AND ACCESS,0,auto
23067,3,5,4. 	REGIONAL GEOLOGY,cyfra1 punkt , 	REGIONAL GEOLOGY,,cyfra1 punkt  	REGIONAL GEOLOGY,1,auto
23067,3,6,4.1 Holroyd Metamorphics,cyfra1 punkt cyfra2 , Holroyd Metamorphics,,cyfra1 punkt cyfra2  Holroyd Metamorphics,1,auto
23067,3,7,4.1.1 	Kalkah Type Schists,cyfra1 punkt cyfra2 punkt cyfra3 , 	Kalkah Type Schists,,cyfra1 punkt cyfra2 punkt cyfra3  	Kalkah Type Schists,2,auto
23067,3,8,4.1.2 	Lukin Type Schists,cyfra1 punkt cyfra2 punkt cyfra3 , 	Lukin Type Schists,,cyfra1 punkt cyfra2 punkt cyfra3  	Lukin Type Schists,2,auto
23067,3,9,5. 	WORK CONDUCTED,cyfra1 punkt , 	WORK CONDUCTED,,cyfra1 punkt  	WORK CONDUCTED,1,auto
23067,3,10,6. 	GEOPHYSICS,cyfra1 punkt , 	GEOPHYSICS,,cyfra1 punkt  	GEOPHYSICS,1,auto
23067,3,11,7. 	GEOCHEMISTRY,cyfra1 punkt , 	GEOCHEMISTRY,,cyfra1 punkt  	GEOCHEMISTRY,1,auto
23067,3,12,8. 	CONCLUSIONS AND RECOMMENDATIONS,cyfra1 punkt , 	CONCLUSIONS AND RECOMMENDATIONS,,cyfra1 punkt  	CONCLUSIONS AND RECOMMENDATIONS,1,auto
23067,3,13,9. 	REFERENCES,cyfra1 punkt , 	REFERENCES,,cyfra1 punkt  	REFERENCES,1,auto
23508,4,1,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,auto
23508,4,2,PAGE,,PAGE,,PAGE,0,auto
23508,4,3,SUMMARY,,SUMMARY,,SUMMARY,1,auto
23508,4,4,1. INTRODUCTION 	1,cyfra1 punkt , INTRODUCTION ,cyfra1 ,cyfra1 punkt  INTRODUCTION cyfra1 ,1,auto
23508,4,5,1.1 The Longford Project Area 	1,cyfra1 punkt cyfra2 , The Longford Project Area ,cyfra1 ,cyfra1 punkt cyfra2  The Longford Project Area cyfra1 ,2,auto
23508,4,6,1.2 Tenement Details 	1,cyfra1 punkt cyfra2 , Tenement Details ,cyfra1 ,cyfra1 punkt cyfra2  Tenement Details cyfra1 ,2,auto
23508,4,7,1.3 Field Logistics 	3,cyfra1 punkt cyfra2 , Field Logistics ,cyfra1 ,cyfra1 punkt cyfra2  Field Logistics cyfra1 ,2,auto
23508,4,8,2. LONGFORD AEROMAGNETIC SURVEY 	3,cyfra1 punkt , LONGFORD AEROMAGNETIC SURVEY ,cyfra1 ,cyfra1 punkt  LONGFORD AEROMAGNETIC SURVEY cyfra1 ,1,auto
23508,4,9,2.1 Logistics 	3,cyfra1 punkt cyfra2 , Logistics ,cyfra1 ,cyfra1 punkt cyfra2  Logistics cyfra1 ,2,auto
23508,4,10,2.2 Interpretation 	3,cyfra1 punkt cyfra2 , Interpretation ,cyfra1 ,cyfra1 punkt cyfra2  Interpretation cyfra1 ,2,auto
23508,4,11,3. REGIONAL EVALUATION OF MAGNETIC ANOMALIES 	6,cyfra1 punkt , REGIONAL EVALUATION OF MAGNETIC ANOMALIES ,cyfra1 ,cyfra1 punkt  REGIONAL EVALUATION OF MAGNETIC ANOMALIES cyfra1 ,0,auto
23508,4,12,3.1 Introduction and Summary 	6,cyfra1 punkt cyfra2 , Introduction and Summary ,cyfra1 ,cyfra1 punkt cyfra2  Introduction and Summary cyfra1 ,2,auto
23508,4,13,3.2 Site 11 	10,cyfra1 punkt cyfra2 , Site 11 ,cyfra1 ,cyfra1 punkt cyfra2  Site 11 cyfra1 ,2,auto
23508,4,14,3.3 	Site 13b 	10,cyfra1 punkt cyfra2 , 	Site 13b ,cyfra1 ,cyfra1 punkt cyfra2  	Site 13b cyfra1 ,2,auto
23508,4,15,3.4 	Site 15 	10,cyfra1 punkt cyfra2 , 	Site 15 ,cyfra1 ,cyfra1 punkt cyfra2  	Site 15 cyfra1 ,2,auto
23508,4,16,3.5 	Site 16 	11,cyfra1 punkt cyfra2 , 	Site 16 ,cyfra1 ,cyfra1 punkt cyfra2  	Site 16 cyfra1 ,2,auto
23508,4,17,3.6 	site 17 	11,cyfra1 punkt cyfra2 , 	site 17 ,cyfra1 ,cyfra1 punkt cyfra2  	site 17 cyfra1 ,2,auto
23508,4,18,3.7 	Site 18 	11,cyfra1 punkt cyfra2 , 	Site 18 ,cyfra1 ,cyfra1 punkt cyfra2  	Site 18 cyfra1 ,2,auto
23508,4,19,3.8 	Site 19 	11,cyfra1 punkt cyfra2 , 	Site 19 ,cyfra1 ,cyfra1 punkt cyfra2  	Site 19 cyfra1 ,2,auto
23508,4,20,3.9 	Site 20 	14,cyfra1 punkt cyfra2 , 	Site 20 ,cyfra1 ,cyfra1 punkt cyfra2  	Site 20 cyfra1 ,2,auto
23508,4,21,3.10 Site 21 	14,cyfra1 punkt cyfra2 , Site 21 ,cyfra1 ,cyfra1 punkt cyfra2  Site 21 cyfra1 ,2,auto
23508,4,22,3.11 Site 22 	14,cyfra1 punkt cyfra2 , Site 22 ,cyfra1 ,cyfra1 punkt cyfra2  Site 22 cyfra1 ,2,auto
23508,4,23,3.12 Site 23 	15,cyfra1 punkt cyfra2 , Site 23 ,cyfra1 ,cyfra1 punkt cyfra2  Site 23 cyfra1 ,2,auto
23508,4,24,3.13 site 24 	15,cyfra1 punkt cyfra2 , site 24 ,cyfra1 ,cyfra1 punkt cyfra2  site 24 cyfra1 ,2,auto
23508,4,25,3.14 Site 25 	15,cyfra1 punkt cyfra2 , Site 25 ,cyfra1 ,cyfra1 punkt cyfra2  Site 25 cyfra1 ,2,auto
23508,4,26,3.15 Site 26 	16,cyfra1 punkt cyfra2 , Site 26 ,cyfra1 ,cyfra1 punkt cyfra2  Site 26 cyfra1 ,2,auto
23543,4,1,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,legacy
23543,4,2,PAGE,,PAGE,,PAGE,0,legacy
23543,4,3,1. 	INTRODUCTION,cyfra1 punkt , 	INTRODUCTION,,cyfra1 punkt  	INTRODUCTION,1,legacy
23543,4,4,2. 	TENEMENT DETAILS,cyfra1 punkt , 	TENEMENT DETAILS,,cyfra1 punkt  	TENEMENT DETAILS,1,legacy
23543,4,6,PREVIOUS WORK AND LITERATURE REVIEW,,PREVIOUS WORK AND LITERATURE REVIEW,,PREVIOUS WORK AND LITERATURE REVIEW,1,legacy
23543,4,8,GEOLOGY AND GEOPHYSICS,,GEOLOGY AND GEOPHYSICS,,GEOLOGY AND GEOPHYSICS,1,legacy
23543,4,9,5. RECOMMENDATIONS,cyfra1 punkt , RECOMMENDATIONS,,cyfra1 punkt  RECOMMENDATIONS,1,legacy
23543,4,10,FIGURES,,FIGURES,,FIGURES,0,legacy
23543,4,11,DRAWING NO,,DRAWING NO,,DRAWING NO,0,legacy
23543,4,12,"FIGURE 1 LOCATION MAP, EPM 7777",,"FIGURE 1 LOCATION MAP, EPM 7777",,"FIGURE 1 LOCATION MAP, EPM 7777",0,legacy
23543,4,13,A4-1311,,A4-1311,,A4-1311,0,legacy
23543,4,14,FIGURE 2 GROUND MAGNETIC TRAVESE LOCATIONS 	A4-1370,,FIGURE 2 GROUND MAGNETIC TRAVESE LOCATIONS 	A4-1370,,FIGURE 2 GROUND MAGNETIC TRAVESE LOCATIONS 	A4-1370,0,legacy
23543,4,15,APPENDICES,,APPENDICES,,APPENDICES,0,legacy
23543,4,16,APPENDIX 1,,APPENDIX 1,,APPENDIX 1,0,legacy
23543,4,17,GROUND MAGNETIC PROFILES,,GROUND MAGNETIC PROFILES,,GROUND MAGNETIC PROFILES,0,legacy
23545,3,1,"EPMs 8202, 8203, 8580 	June 1992",,"EPMs 8202, 8203, 8580 	June 1992",,"EPMs 8202, 8203, 8580 	June 1992",0,auto
23545,3,2,CONTENTS,,CONTENTS,,CONTENTS,0,auto
23545,3,3,Page No.,,Page No.,,Page No.,0,auto
23545,3,4,1. 	INTRODUCTION 	1,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,cyfra1 punkt  	INTRODUCTION cyfra1 ,1,auto
23545,3,5,2. 	WORK COMPLETED 	2,cyfra1 punkt , 	WORK COMPLETED ,cyfra1 ,cyfra1 punkt  	WORK COMPLETED cyfra1 ,1,auto
23545,3,6,3. 	RESULTS 	4,cyfra1 punkt , 	RESULTS ,cyfra1 ,cyfra1 punkt  	RESULTS cyfra1 ,1,auto
23545,3,7,4. 	CONCLUSIONS AND RECOMMENDATIONS 	5,cyfra1 punkt , 	CONCLUSIONS AND RECOMMENDATIONS ,cyfra1 ,cyfra1 punkt  	CONCLUSIONS AND RECOMMENDATIONS cyfra1 ,1,auto
23545,3,8,REFERENCES,,REFERENCES,,REFERENCES,1,auto
23545,3,9,List of Appendices,,List of Appendices,,List of Appendices,0,auto
23545,3,10,1. 	Drill Logs,cyfra1 punkt , 	Drill Logs,,cyfra1 punkt  	Drill Logs,1,auto
23545,3,11,2. 	Geochemistry Report - Drill Samples,cyfra1 punkt , 	Geochemistry Report - Drill Samples,,cyfra1 punkt  	Geochemistry Report - Drill Samples,0,auto
23732,3,1,CONTENTS,,CONTENTS,,CONTENTS,0,auto
23732,3,2,SUMMARY,,SUMMARY,,SUMMARY,1,auto
23732,3,3,1. 	INTRODUCTION,cyfra1 punkt , 	INTRODUCTION,,cyfra1 punkt  	INTRODUCTION,1,auto
23732,3,4,2. 	RELINQUISHMENT DETAILS,cyfra1 punkt , 	RELINQUISHMENT DETAILS,,cyfra1 punkt  	RELINQUISHMENT DETAILS,1,auto
23732,3,5,3. 	PREVIOUS INVESTIGATION,cyfra1 punkt , 	PREVIOUS INVESTIGATION,,cyfra1 punkt  	PREVIOUS INVESTIGATION,1,auto
23732,3,6,4. 	EXPLORATION,cyfra1 punkt , 	EXPLORATION,,cyfra1 punkt  	EXPLORATION,1,auto
23732,3,7,4.1 	Air Photo Interpretation,cyfra1 punkt cyfra2 , 	Air Photo Interpretation,,cyfra1 punkt cyfra2  	Air Photo Interpretation,2,auto
23732,3,8,4.2 	Drilling,cyfra1 punkt cyfra2 , 	Drilling,,cyfra1 punkt cyfra2  	Drilling,2,auto
23732,3,9,4.3 	Geophysical Survey,cyfra1 punkt cyfra2 , 	Geophysical Survey,,cyfra1 punkt cyfra2  	Geophysical Survey,2,auto
23732,3,10,5. 	GEOLOGY,cyfra1 punkt , 	GEOLOGY,,cyfra1 punkt  	GEOLOGY,1,auto
23732,3,11,6. 	COAL QUALITY,cyfra1 punkt , 	COAL QUALITY,,cyfra1 punkt  	COAL QUALITY,1,auto
23732,3,12,7. 	RELINQUISHMENT RATIONALE,cyfra1 punkt , 	RELINQUISHMENT RATIONALE,,cyfra1 punkt  	RELINQUISHMENT RATIONALE,1,auto
23732,3,13,REFERENCES,,REFERENCES,,REFERENCES,1,auto
23732,3,14,APPENDIX 1 	Lithology Logs,,APPENDIX 1 	Lithology Logs,,APPENDIX 1 	Lithology Logs,0,auto
23732,3,15,2 	Graphic Logs,cyfra1 , 	Graphic Logs,,cyfra1  	Graphic Logs,0,auto
23732,3,16,3 	Analytical Data,cyfra1 , 	Analytical Data,,cyfra1  	Analytical Data,1,auto
23732,3,17,FIGURE 	1 	Locality Map,,FIGURE 	1 	Locality Map,,FIGURE 	1 	Locality Map,0,auto
23732,3,18,2 	Block Identification Map Showing Sub-Blocks,cyfra1 , 	Block Identification Map Showing Sub-Blocks,,cyfra1  	Block Identification Map Showing Sub-Blocks,0,auto
23732,3,19,Relinquished (1:1 000 000),,Relinquished (1:1 000 000),,Relinquished (1:1 000 000),0,auto
23732,3,20,3 	Isoreflectance Map,cyfra1 , 	Isoreflectance Map,,cyfra1  	Isoreflectance Map,0,auto
23732,3,21,4 	Relevant A's to P and Government Drilling,cyfra1 , 	Relevant A's to P and Government Drilling,,cyfra1  	Relevant A's to P and Government Drilling,0,auto
23732,3,22,5 	Geological Interpretation Map (1: 100 000),cyfra1 , 	Geological Interpretation Map (1: 100 000),,cyfra1  	Geological Interpretation Map (1: 100 000),0,auto
23732,3,23,6 	Hole Location Map (1: 100 000),cyfra1 , 	Hole Location Map (1: 100 000),,cyfra1  	Hole Location Map (1: 100 000),0,auto
23732,3,24,7 	Composite Stratigraphic Sections,cyfra1 , 	Composite Stratigraphic Sections,,cyfra1  	Composite Stratigraphic Sections,1,auto
23732,3,25,8 	Geological Cross Sections Homevale Line H 62 650,cyfra1 , 	Geological Cross Sections Homevale Line H 62 650,,cyfra1  	Geological Cross Sections Homevale Line H 62 650,0,auto
23732,3,26,9 	Geological Cross Sections Railway Line R 58 300,cyfra1 , 	Geological Cross Sections Railway Line R 58 300,,cyfra1  	Geological Cross Sections Railway Line R 58 300,2,manual
23732,3,27,"10 	Airborne Geophysical Survey, Flight Path",cyfra1 ," 	Airborne Geophysical Survey, Flight Path",,"cyfra1  	Airborne Geophysical Survey, Flight Path",0,auto
23732,3,28,"11 	Airborne Geophysical Survey, Total Magnetic Intensity",cyfra1 ," 	Airborne Geophysical Survey, Total Magnetic Intensity",,"cyfra1  	Airborne Geophysical Survey, Total Magnetic Intensity",0,auto
23732,3,29,"12 	Airborne Geophysical Survey, Potassium",cyfra1 ," 	Airborne Geophysical Survey, Potassium",,"cyfra1  	Airborne Geophysical Survey, Potassium",0,auto
23732,3,30,"13 	Airborne Geophysical Survey, Thorium",cyfra1 ," 	Airborne Geophysical Survey, Thorium",,"cyfra1  	Airborne Geophysical Survey, Thorium",0,auto
23732,3,31,"14 	Airborne Geophysical Survey, Uranium",cyfra1 ," 	Airborne Geophysical Survey, Uranium",,"cyfra1  	Airborne Geophysical Survey, Uranium",0,auto
23732,3,32,"15 	Airborne Geophysical Survey, Total Count",cyfra1 ," 	Airborne Geophysical Survey, Total Count",,"cyfra1  	Airborne Geophysical Survey, Total Count",0,auto
23732,3,33,16 	Regional Geology,cyfra1 , 	Regional Geology,,cyfra1  	Regional Geology,1,auto
23732,3,34,TABLE 1 	Summary of Analyses M12 Seam,,TABLE 1 	Summary of Analyses M12 Seam,,TABLE 1 	Summary of Analyses M12 Seam,0,auto
24020,2,1,CONTENTS,,CONTENTS,,CONTENTS,0,auto
24020,2,2,SUMMARY,,SUMMARY,,SUMMARY,1,auto
24020,2,3,1. 	INTRODUCTION,cyfra1 punkt , 	INTRODUCTION,,cyfra1 punkt  	INTRODUCTION,1,auto
24020,2,4,1.1 	Title,cyfra1 punkt cyfra2 , 	Title,,cyfra1 punkt cyfra2  	Title,1,auto
24020,2,5,1.2 	Rationale & Objective,cyfra1 punkt cyfra2 , 	Rationale & Objective,,cyfra1 punkt cyfra2  	Rationale & Objective,2,auto
24020,2,6,2. 	WATER BORES,cyfra1 punkt , 	WATER BORES,,cyfra1 punkt  	WATER BORES,1,auto
24020,2,7,3. 	1991 DRILLING PROGRAMME,cyfra1 punkt , 	1991 DRILLING PROGRAMME,,cyfra1 punkt  	1991 DRILLING PROGRAMME,1,auto
24020,2,8,4. 	1992 DRILLING PROGRAMME,cyfra1 punkt , 	1992 DRILLING PROGRAMME,,cyfra1 punkt  	1992 DRILLING PROGRAMME,1,auto
24020,2,9,5. 	RESULTS,cyfra1 punkt , 	RESULTS,,cyfra1 punkt  	RESULTS,1,auto
24020,2,10,5.1 	Water Bores,cyfra1 punkt cyfra2 , 	Water Bores,,cyfra1 punkt cyfra2  	Water Bores,1,auto
24020,2,11,5.2 	Surface Sampling - Mineralogy,cyfra1 punkt cyfra2 , 	Surface Sampling - Mineralogy,,cyfra1 punkt cyfra2  	Surface Sampling - Mineralogy,2,auto
24020,2,12,5.3 	1991 Drilling - Geology,cyfra1 punkt cyfra2 , 	1991 Drilling - Geology,,cyfra1 punkt cyfra2  	1991 Drilling - Geology,2,auto
24020,2,13,5.4 	1991 Drilling - Heavy Mineral Analyses,cyfra1 punkt cyfra2 , 	1991 Drilling - Heavy Mineral Analyses,,cyfra1 punkt cyfra2  	1991 Drilling - Heavy Mineral Analyses,2,auto
24020,2,14,5.5 	1991 Drilling - Mineralogy,cyfra1 punkt cyfra2 , 	1991 Drilling - Mineralogy,,cyfra1 punkt cyfra2  	1991 Drilling - Mineralogy,2,auto
24020,2,15,5.6 	1991 Drilling - Check Mineralogical Determinations,cyfra1 punkt cyfra2 , 	1991 Drilling - Check Mineralogical Determinations,,cyfra1 punkt cyfra2  	1991 Drilling - Check Mineralogical Determinations,2,auto
24020,2,16,5.7 	1992 Drilling - Preliminary Results,cyfra1 punkt cyfra2 , 	1992 Drilling - Preliminary Results,,cyfra1 punkt cyfra2  	1992 Drilling - Preliminary Results,2,auto
24020,2,17,6. 	CONCLUSIONS & RECOMMENDATIONS,cyfra1 punkt , 	CONCLUSIONS & RECOMMENDATIONS,,cyfra1 punkt  	CONCLUSIONS & RECOMMENDATIONS,1,auto
24020,2,18,"EPMs 7478-80, 8540-42; 4 July 1992",,"EPMs 7478-80, 8540-42; 4 July 1992",,"EPMs 7478-80, 8540-42; 4 July 1992",0,auto
24352,4,1,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,auto
24352,4,2,PAGE,,PAGE,,PAGE,0,auto
24352,4,3,SUMMARY,,SUMMARY,,SUMMARY,1,auto
24352,4,4,1. 	INTRODUCTION 	1,cyfra1 punkt , 	INTRODUCTION ,cyfra1 ,cyfra1 punkt  	INTRODUCTION cyfra1 ,1,auto
24352,4,5,1.1 The Templeton Project Area 	1,cyfra1 punkt cyfra2 , The Templeton Project Area ,cyfra1 ,cyfra1 punkt cyfra2  The Templeton Project Area cyfra1 ,2,auto
24352,4,6,1.2 Tenement Details 	1,cyfra1 punkt cyfra2 , Tenement Details ,cyfra1 ,cyfra1 punkt cyfra2  Tenement Details cyfra1 ,2,auto
24352,4,7,2. 	GEOLOGY AND PREVIOUS EXPLORATION 	2,cyfra1 punkt , 	GEOLOGY AND PREVIOUS EXPLORATION ,cyfra1 ,cyfra1 punkt  	GEOLOGY AND PREVIOUS EXPLORATION cyfra1 ,1,auto
24352,4,8,2.1 Northern Block 	2,cyfra1 punkt cyfra2 , Northern Block ,cyfra1 ,cyfra1 punkt cyfra2  Northern Block cyfra1 ,2,auto
24352,4,9,2.2 Southern Block 	2,cyfra1 punkt cyfra2 , Southern Block ,cyfra1 ,cyfra1 punkt cyfra2  Southern Block cyfra1 ,2,auto
24352,4,10,3. 	BHP EXPLORATION 	5,cyfra1 punkt , 	BHP EXPLORATION ,cyfra1 ,cyfra1 punkt  	BHP EXPLORATION cyfra1 ,1,auto
24352,4,11,3.1 Aeromagnetics 	5,cyfra1 punkt cyfra2 , Aeromagnetics ,cyfra1 ,cyfra1 punkt cyfra2  Aeromagnetics cyfra1 ,2,auto
24352,4,12,3.2 	Rock Chip Sampling 	5,cyfra1 punkt cyfra2 , 	Rock Chip Sampling ,cyfra1 ,cyfra1 punkt cyfra2  	Rock Chip Sampling cyfra1 ,2,auto
24352,4,13,3.3 Soil Geochemistry 	5,cyfra1 punkt cyfra2 , Soil Geochemistry ,cyfra1 ,cyfra1 punkt cyfra2  Soil Geochemistry cyfra1 ,2,auto
24352,4,14,3.3.1 Soil Orientation Lines (Line A and B) 	5,cyfra1 punkt cyfra2 punkt cyfra3 , Soil Orientation Lines (Line A and B) ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Soil Orientation Lines (Line A and B) cyfra1 ,2,auto
24352,4,15,3.3.2 Soil Lines (Lines 1-8) 	6,cyfra1 punkt cyfra2 punkt cyfra3 , Soil Lines (Lines 1-8) ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Soil Lines (Lines 1-8) cyfra1 ,2,auto
24352,4,16,3.3.3 Auger Drill Line (Line 9) 	6,cyfra1 punkt cyfra2 punkt cyfra3 , Auger Drill Line (Line 9) ,cyfra1 ,cyfra1 punkt cyfra2 punkt cyfra3  Auger Drill Line (Line 9) cyfra1 ,2,auto
24352,4,17,3.4 1992 RAB drilling Program 	6,cyfra1 punkt cyfra2 , 1992 RAB drilling Program ,cyfra1 ,cyfra1 punkt cyfra2  1992 RAB drilling Program cyfra1 ,2,auto
24352,4,18,4. 	CONCLUSIONS AND RECOMMENDATIONS 	7,cyfra1 punkt , 	CONCLUSIONS AND RECOMMENDATIONS ,cyfra1 ,cyfra1 punkt  	CONCLUSIONS AND RECOMMENDATIONS cyfra1 ,1,auto
24357,2,1,CONTENTS,,CONTENTS,,CONTENTS,0,auto
24357,2,2,Page No.,,Page No.,,Page No.,0,auto
24357,2,3,1.0 SUMMARY 	1,cyfra1 punkt , SUMMARY ,cyfra1 ,cyfra1 punkt  SUMMARY cyfra1 ,1,auto
24357,2,4,2.0 INTRODUCTION 	1,cyfra1 punkt , INTRODUCTION ,cyfra1 ,cyfra1 punkt  INTRODUCTION cyfra1 ,1,auto
24357,2,5,2.1 General 	1,cyfra1 punkt cyfra2 , General ,cyfra1 ,cyfra1 punkt cyfra2  General cyfra1 ,2,auto
24357,2,6,2.2 Location and Access 	2,cyfra1 punkt cyfra2 , Location and Access ,cyfra1 ,cyfra1 punkt cyfra2  Location and Access cyfra1 ,2,auto
24357,2,7,2.3 Tenement Schedule 	2,cyfra1 punkt cyfra2 , Tenement Schedule ,cyfra1 ,cyfra1 punkt cyfra2  Tenement Schedule cyfra1 ,2,auto
24357,2,8,3.0 REGIONAL GEOLOGY 	2,cyfra1 punkt , REGIONAL GEOLOGY ,cyfra1 ,cyfra1 punkt  REGIONAL GEOLOGY cyfra1 ,1,auto
24357,2,9,4.0 PREVIOUS EXPLORATION 	3,cyfra1 punkt , PREVIOUS EXPLORATION ,cyfra1 ,cyfra1 punkt  PREVIOUS EXPLORATION cyfra1 ,1,auto
24357,2,10,5.0 WORK COMPLETED 	3,cyfra1 punkt , WORK COMPLETED ,cyfra1 ,cyfra1 punkt  WORK COMPLETED cyfra1 ,1,auto
24357,2,11,5.1 Geophysical Interpretation 	3,cyfra1 punkt cyfra2 , Geophysical Interpretation ,cyfra1 ,cyfra1 punkt cyfra2  Geophysical Interpretation cyfra1 ,2,auto
24357,2,12,5.2 Rock Chip and Soil Sampling 	4,cyfra1 punkt cyfra2 , Rock Chip and Soil Sampling ,cyfra1 ,cyfra1 punkt cyfra2  Rock Chip and Soil Sampling cyfra1 ,2,auto
24362,3,1,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,legacy
24362,3,2,SUMMARY,,SUMMARY,,SUMMARY,1,legacy
24362,3,3,1. INTRODUCTION 	1,cyfra1 punkt , INTRODUCTION ,cyfra1 ,cyfra1 punkt  INTRODUCTION cyfra1 ,1,legacy
24362,3,4,2. TENEMENT DETAILS 	1,cyfra1 punkt , TENEMENT DETAILS ,cyfra1 ,cyfra1 punkt  TENEMENT DETAILS cyfra1 ,1,legacy
24362,3,5,3. PREVIOUS WORK 	2,cyfra1 punkt , PREVIOUS WORK ,cyfra1 ,cyfra1 punkt  PREVIOUS WORK cyfra1 ,1,legacy
24362,3,6,4. WORK CONDUCTED 	2,cyfra1 punkt , WORK CONDUCTED ,cyfra1 ,cyfra1 punkt  WORK CONDUCTED cyfra1 ,1,legacy
24362,3,7,5. CONCLUSIONS 	2,cyfra1 punkt , CONCLUSIONS ,cyfra1 ,cyfra1 punkt  CONCLUSIONS cyfra1 ,1,legacy
24362,3,8,APPENDICES,,APPENDICES,,APPENDICES,0,legacy
24362,3,9,1. 	AEROMAGNETIC SURVEY DETAILS,cyfra1 punkt , 	AEROMAGNETIC SURVEY DETAILS,,cyfra1 punkt  	AEROMAGNETIC SURVEY DETAILS,0,legacy
24362,3,10,LIST OF FIGURES,,LIST OF FIGURES,,LIST OF FIGURES,0,legacy
24362,3,11,Drawing No. 	Scale,,Drawing No. 	Scale,,Drawing No. 	Scale,0,legacy
24362,3,12,1. Location Map EPM 7786 - 	A4-1223C 1:1000 000,cyfra1 punkt , Location Map EPM 7786 - 	A4-1223C 1:1000 000,,cyfra1 punkt  Location Map EPM 7786 - 	A4-1223C 1:1000 000,0,legacy
24362,3,13,Longford Relinquishment Area,,Longford Relinquishment Area,,Longford Relinquishment Area,0,legacy
24362,3,14,LIST OF PLATES,,LIST OF PLATES,,LIST OF PLATES,0,legacy
24362,3,15,1. 	Aeromagnetic Contours for 	A1-1412 1:100 000,cyfra1 punkt , 	Aeromagnetic Contours for 	A1-1412 1:100 000,,cyfra1 punkt  	Aeromagnetic Contours for 	A1-1412 1:100 000,0,legacy
24362,3,16,area relinquished.,,area relinquished.,,area relinquished.,0,legacy
24526,3,1,TABLE OF CONTENTS,,TABLE OF CONTENTS,,TABLE OF CONTENTS,0,auto
24526,3,2,Page,,Page,,Page,0,auto
24526,3,3,SUMMARY,,SUMMARY,,SUMMARY,1,auto
24526,3,4,1. INTRODUCTION 	1,cyfra1 punkt , INTRODUCTION ,cyfra1 ,cyfra1 punkt  INTRODUCTION cyfra1 ,1,auto
24526,3,5,2. TENEMENT DETAILS 	1,cyfra1 punkt , TENEMENT DETAILS ,cyfra1 ,cyfra1 punkt  TENEMENT DETAILS cyfra1 ,1,auto
24526,3,6,2.1 EPM 7890 Mosquito Creek 	1,cyfra1 punkt cyfra2 , EPM 7890 Mosquito Creek ,cyfra1 ,cyfra1 punkt cyfra2  EPM 7890 Mosquito Creek cyfra1 ,2,auto
24526,3,7,2.2 EPM 7888 Tabletop Creek 	2,cyfra1 punkt cyfra2 , EPM 7888 Tabletop Creek ,cyfra1 ,cyfra1 punkt cyfra2  EPM 7888 Tabletop Creek cyfra1 ,2,auto
24526,3,8,2.3 EPM 8663 Malcolm Creek 	2,cyfra1 punkt cyfra2 , EPM 8663 Malcolm Creek ,cyfra1 ,cyfra1 punkt cyfra2  EPM 8663 Malcolm Creek cyfra1 ,2,auto
24526,3,9,2.4 EPM 8661 Topyard Creek 	2,cyfra1 punkt cyfra2 , EPM 8661 Topyard Creek ,cyfra1 ,cyfra1 punkt cyfra2  EPM 8661 Topyard Creek cyfra1 ,2,auto
24526,3,10,2.5 EPM 9059 Townley Creek 	3,cyfra1 punkt cyfra2 , EPM 9059 Townley Creek ,cyfra1 ,cyfra1 punkt cyfra2  EPM 9059 Townley Creek cyfra1 ,2,auto
24526,3,11,2.6 EPM 9183 Pinnacle Creek 	3,cyfra1 punkt cyfra2 , EPM 9183 Pinnacle Creek ,cyfra1 ,cyfra1 punkt cyfra2  EPM 9183 Pinnacle Creek cyfra1 ,2,auto
24526,3,12,3. REGIONAL GEOLOGY 	4,cyfra1 punkt , REGIONAL GEOLOGY ,cyfra1 ,cyfra1 punkt  REGIONAL GEOLOGY cyfra1 ,1,auto
24526,3,13,4. MINERALISATION 	5,cyfra1 punkt , MINERALISATION ,cyfra1 ,cyfra1 punkt  MINERALISATION cyfra1 ,1,auto
24526,3,14,5. PREVIOUS WORK 	5,cyfra1 punkt , PREVIOUS WORK ,cyfra1 ,cyfra1 punkt  PREVIOUS WORK cyfra1 ,1,auto
