DocID,LineNum,SectionPrefix,SectionText,SectionPage,Heading
44387,5,4., 	EXPLORATION WORK COMPLETED ,	2,1
44387,6,5., 	CONCLUSION ,	2,1
44387,7,,List of Figures,,0
44387,8,,Figure 1 	Tenement Map,,0
44387,9,,List of Tables,,0
44387,10,,Page,,0
44387,11,,Table 1 	Tenement Details ,	1,0
44387,12,,Table 2 	Sub-block Details ,	1,0
45470,0,,TABLE OF CONTENTS,,0
45470,1,,Page,,0
45470,2,1., Introduction ,	1,1
45470,3,2., Tenure ,	1,1
45470,4,3., Geology ,	3,1
45470,5,4., Exploration work completed during the period ,	3,1
45470,6,,List of Figures,,0
45470,7,,Drawing No.,,0
45470,8,,Figure 1. Location Tenement Map ,	2,0
45470,9,,List of Tables,,0
45470,10,,Table 1. 	Tenement Details ,	1,0
45470,11,,"Table 2. EPM 14456 & 11591 Waterhole, Sub-Block Details ",	1,0
47884,0,,TABLE OF CONTENTS,,0
47884,1,,Page,,0
47884,2,1., Introduction ,	1,1
47884,3,2., Tenure ,	1,1
47884,4,3., Geology ,	3,1
47884,5,4., Exploration work completed during the period ,	3,1
47884,6,5., Summary ,	3,1
47884,7,,List of Figures,,0
47884,8,,Drawing No.,,0
47884,9,,Figure 1. Location Tenement Map ,	2,0
47884,10,,List of Tables,,0
47884,11,,Table 1. 	Tenement Details ,	1,0
52673,0,,TABLE OF CONTENTS,,0
52673,1,,Page,,0
52673,2,1., 	INTRODUCTION ,	1,1
52673,3,2., 	TENURE ,	1,1
52673,4,3., 	GEOLOGY ,	2,1
52673,5,4., 	EXPLORATION WORK COMPLETED and CONCLUSION ,	2,1
52673,6,,List of Figures,,0
52673,7,,Drawing No.,,0
52673,8,,Figure 1 	Location Map,,0
52673,9,,List of Tables,,0
52673,10,,Page,,0
52673,11,,Table 1 	Tenement Details ,	2,0
53638,0,,IABLE OF CONTENTS,,0
53638,1,,Page,,0
53638,2,1., Introduction ,	1,1
53638,3,2., Tenure ,	1,1
53638,4,3., Geology ,	3,1
53638,5,4., Exploration work completed during the period ,	3,1
53638,6,,Introduction ,	3,2
53638,7,,Cultura Heritage Clearance ,	3,2
53638,8,,Drilling ,	3,2
53638,9,,Geochemistry ,	6,2
53638,10,,Geophysics ,	6,2
53638,11,5., Conclusions ,	6,1
53638,12,,List of Figures,,0
53638,13,,Drawing No.,,0
53638,14,,Figure 1. Location Tenement Map ,	1,0
53638,15,,Figure 2. 	Summary Map ,	2,0
53638,16,,List of Tables,,0
53638,17,,Table 1. 	Tenement Details ,	1,0
53638,18,,Table 2. 	EPM 13768 Teck Cominco / BHPB Sub-Block Details ,	1,0
53638,19,,Table 3. 	Target Details ,	4,0
53638,20,,List of Appendices,,0
53638,21,,Appendix 1 	Analytical Results ,	7,0
56500,0,,TIABLE OF CONTENTS,,0
56500,1,,Page,,0
56500,2,1., Introduction ,	1,1
56500,3,2., Tenure ,	1,1
56500,4,3., Geology ,	3,1
56500,5,4., Exploration Work Completed ,	3,1
56500,6,4.1, 	Cultural Heritage Clearance ,	3,2
56500,7,4.2., 	Drilling ,	3,2
56500,8,4.3, 	Geochemical Sampling ,	4,2
56500,9,5., Conclusions ,	6,1
56500,10,,List of Figures,,0
56500,11,,Figure 1. Tenement Location Map ,	2,0
56500,12,,Figure 2. 	Drill Collar Locations ,	5,0
56500,13,,List of Tables,,0
56500,14,,Table 1. 	Tenement Details ,	1,0
56500,15,,Table 2. 	Drill Hole Details ,	4,0
56500,16,,List of Appendices,,0
56500,17,,Appendix 1 Dril Hole Details and Geological Logs,,0
56500,18,,Appendix 2 Drilling Geochemical Results,,0
56628,0,,TABLE OF CONTENTS,,0
56628,1,,Page,,0
56628,2,1., Introduction ,	4,1
56628,3,2., Tenure ,	4,1
56628,4,3., Geology ,	6,1
56628,5,4., Exploration work completed during the period ,	8,1
56628,6,5., Conclusions ,	8,1
56628,7,,List of Figures,,0
56628,8,,Figure 1. Tenement Location Map ,	5,0
56628,9,,List of Tables,,0
56628,10,,Table 1. 	Tenement Details ,	4,0
56628,11,,Table 2. 	Lithostratigraphic and geophysical comparison between the Soldiers,,0
56628,12,,Cap Group and Fullarton River Group ,	7,0
57048,0,,TABLE OF CONTENTS,,0
57048,1,,Page No.,,0
57048,2,1., Introduction ,	1,1
57048,3,2., Tenure ,	1,1
57048,4,3., Geology ,	5,1
57048,5,4., Exploration work completed during the period ,	5,1
57048,6,5., Conclusion ,	5,1
57048,7,,List of Tables,,0
57048,8,,Table 1. 	Tenement Details ,	1,0
57048,9,,Table 2. 	EPM 14469 'Strathfield 9' Sub-Block Details ,	1,0
57048,10,,Table 3. EPM 14469 'Strathfield 9' Sub-Block Reduction Details ,	2,0
57048,11,,List of Figures,,0
57048,12,,Figure 1. Tenement Location Map ,	3,0
57048,13,,Figure 2. 	Tenement Relinquishment Map ,	4,0
57418,0,,BMA,,0
57418,1,,BHP Billiton Mitsubishi Alliance,,0
57418,2,,TABLE OF CONTENTS,,0
57418,3,1, Introduction ,	1,1
57418,4,2, 	Previous Exploration ,	3,1
57418,5,2.1, 	Historical Exploration ,	3,2
57418,6,3, 	Work Programme Year 1 ,	4,1
57418,7,4, Geology ,	7,1
57418,8,4.1, Stratigraphy ,	7,2
57418,9,4.2, Structure ,	7,2
57418,10,5, 	Future Exploration Plans ,	8,1
57418,11,6, References ,	9,1
57418,12,,List of Tables,,0
57418,13,,Table 1 - Field Acquisition ,	6,0
57418,14,,List of Figures,,0
57418,15,,Figure 1 - Location Map ,	2,0
57418,16,,Figure 2 - Map showing seismic lines ,	5,0
57418,17,,Appendices,,0
57418,18,,Appendix 1 - Tartarus Sub-block,,0
57418,19,,Appendix 2 - Tartarus Geology Summary Map,,0
57418,20,,"Appendix 3 - South Cockenzie EPC1161 Lotus Park, EPC1160 Falcon Downs and",,0
57418,21,,EPC 1163 Tartarus Photo-geological Interpretation for BHP Billiton,,0
57418,22,,"Mitsubishi Alliance, Final Report September 2008.",,0
57418,23,,Appendix 4 - Regional Aero-Geophysical Interpretation of Cockenzie & Cockenzie,,0
57418,24,,"South Projects (EPCs 971, 1160 1161 & 1163), Queensland,",,0
57418,25,,Final Report September 2008,,0
57418,26,,Appendix 5 - Petrographic report of outcrop samples,,0
63707,0,,TABLE OF CONTENTS,,0
63707,1,,Page,,0
63707,2,1., 	INTRODUCTION ,	1,1
63707,3,2., 	TENURE ,	1,1
63707,4,3., 	GEOLOGY ,	2,1
63707,5,4., 	EXPLORATION WORK COMPLETED ,	3,1
63707,6,5., 	CONCLUSION ,	5,1
63707,7,,List of Figures,,0
63707,8,,Figure 1 	Location Map ,	4,0
63707,9,,List of Tables,,0
63707,10,,Page,,0
63707,11,,Table 1 	Tenement Details ,	2,0
63707,12,,Table 2 	Comparison of Soldiers Cap & Fullarton River Groups ,	3,0
67792,0,,TABLE OF CONTENTS,,0
67792,1,,Page,,0
67792,2,1., 	INTRODUCTION ,	1,1
67792,3,2., 	TENURE ,	1,1
67792,4,3., 	GEOLOGY ,	1,1
67792,5,4., 	EXPLORATION WORK COMPLETED ,	3,1
67792,6,4.1, 	Cultural Heritage Clearance ,	3,2
67792,7,4.2., 	Drilling ,	3,2
67792,8,4.3., 	Geochemical Sampling ,	6,2
67792,9,5., 	CONCLUSIONS ,	6,1
67792,10,,List of Figures,,0
67792,11,,Page,,0
67792,12,,Figure 1 	Tenement Location Map ,	2,0
67792,13,,Figure 2 	Drill Hole Location Map ,	4,0
67792,14,,Figure 3 	Geophysical Modelling of Beenfield Target ,	5,0
67792,15,,List of Tables,,0
67792,16,,Page,,0
67792,17,,Table 1 	Tenement Details ,	1,0
67792,18,,Table 2 	Drill Hole Details ,	3,0
67792,19,,List of Appendices,,0
67792,20,,Appendix 1 	Drill Hole Details and Geology Logs,,0
67792,21,,Appendix 2 	Drill Hole Geochemical Assay Data,,0
68861,0,,TABLE OF CONTENTS,,0
68861,1,,Page,,0
68861,2,1., 	INTRODUCTION ,	1,1
68861,3,2., 	TENURE ,	1,1
68861,4,3., 	GEOLOGY ,	1,1
68861,5,4., 	EXPLORATION WORK COMPLETED ,	3,1
68861,6,5., 	CONCLUSIONS ,	3,1
68861,7,,List of Figures,,0
68861,8,,Figure 1 	Location Map ,	2,0
68861,9,,List of Tables,,0
68861,10,,Page,,0
68861,11,,Table 1 	Tenement Details ,	1,0
74718,0,,TABLE OF CONTENTS,,0
74718,1,1., INTRODUCTION ,	4,1
74718,2,2., TENURE ,	4,1
74718,3,3., GEOLOGY ,	5,1
74718,4,4., EXPLORATION WORK COMPLETED ,	8,1
74718,5,,Summary of Work Completed ,	8,2
74718,6,4.1, GEOPHYSICS ,	8,2
74718,7,4.1.1, Airborne Magnetic/Radiometric Surveys ,	8,2
74718,8,4.1.2, 25 Hz GEOTEM Survey ,	8,2
74718,9,4.1.3, Ground Magnetic Surveys ,	8,2
74718,10,4.1.4, Gravity Surveys ,	9,2
74718,11,4.2, Drilling ,	10,2
74718,12,5., CONCLUSIONS ,	10,1
74718,13,,List of Figures,,0
74718,14,,Figure 1: Sub-blocks relinquished for EPM 6788 ,	7,0
74718,15,,Figure 2 Geophyiscal surveys for relinquished sub-blocks ,	12,0
74718,16,,List of Tables,,0
74718,17,,Table 1 Tenement Details ,	4,0
74718,18,,Table 2 Sub blocks to be relinquished 18 in total ,	4,0
74718,19,,Table 3 Lithostratigraphic and geophysical comparison between the Soldiers Cap group and,,0
74718,20,,Fullarton River Group ,	6,0
74718,21,,Table 4 Summary of Gravity Surveys ,	9,0
74718,22,,Table 5 Drill hole details for all drilling conducted on the relinquished sub-blocks EPM6788 11,,0
74718,23,,List of Appendices,,0
74718,24,,Appendix A: Geochemical Results,,0
74718,25,,Appendix B: Geological Logs,,0
