DocID,LineNum,SectionText,Heading
38865,5,cyfra1 punkt  	EXPLORATION WORK COMPLETED DURING THE PERIOD strona ,1
38865,6,List of Figures,0
38865,7,Drawing No.,0
38865,8,Figure 1 	Location Map 	A4-2417A,0
38865,9,List of Tables,0
38865,10,Page,0
38865,11,Table 1 	Tenement Details strona ,0
39782,0,TABLE OF CONTENTS,0
39782,1,Page,0
39782,2,cyfra1 punkt  	INTRODUCTION strona ,1
39782,3,cyfra1 punkt  	TENEMENT DETAILS strona ,1
39782,4,cyfra1 punkt  	GEOLOGY strona ,1
39782,5,cyfra1 punkt  	WORK COMPLETED strona ,1
39782,6,cyfra1 punkt cyfra2  Ground Geophysics strona ,2
39782,7,cyfra1 punkt cyfra2  Drilling strona ,2
39782,8,cyfra1 punkt  	CONCLUSIONS strona ,1
39782,9,List of Figures,0
39782,10,Drawing No.,0
39782,11,Figure 1 	Location Map 	A4-2630,0
39782,12,Figure 2 	Summary Map 	A3-1446,0
39782,13,Figure 3 	Strip Log (ESD04007),0
39782,14,Figure 4 	Strip Log (ESD04008),0
39782,15,List of Tables,0
39782,16,Page,0
39782,17,Table 1 	Tenement Details strona ,0
39782,18,Table 2 	Drilling Summary strona ,0
39782,19,List of Appendices,0
39782,20,Appendix 1 	Ground gravity and magnetic data,0
39782,21,"Appendix 2 	Drill Collar, downhole survey and downhole geology",0
39782,22,Appendix 3 	Downhole Geochemistry,0
39782,23,Appendix 4 	Downhole magnetic susceptibility readings,0
39782,24,Appendix 5 	Specific Gravity measurements (core),0
42781,0,TABLE OF CONTENTS,0
42781,1,Page,0
42781,2,cyfra1 punkt  	INTRODUCTION strona ,1
42781,3,cyfra1 punkt  	TENURE strona ,1
42781,4,cyfra1 punkt  	GEOLOGY strona ,1
42781,5,cyfra1 punkt  	EXPLORATION WORK COMPLETED DURING THE PERIOD strona ,1
42781,6,cyfra1 punkt cyfra2  	Introduction strona ,2
42781,7,cyfra1 punkt cyfra2  	Target Selection strona ,2
42781,8,cyfra1 punkt cyfra2  	Geophysics strona ,2
42781,9,cyfra1 punkt  	CONCLUSIONS strona ,1
42781,10,cyfra1 punkt  	REFERENCES strona ,1
42781,11,List of Figures,0
42781,12,Drawing No.,0
42781,13,Figure 1 	Location Map 	A4-2649,0
42781,14,Figure 2 	Summary Map 	A4-2650,0
42781,15,List of Tables,0
42781,16,Page,0
42781,17,Table 1 	Tenement Details strona ,0
42781,18,Table 2 	Lithostratigraphic and geophysical comparison between the,0
42781,19,Soldiers Cap Group and Fullarton River Group strona ,0
42781,20,Table 3 	Description of Target Areas strona ,0
42781,21,List of Appendices,0
42781,22,Appendix 1 	Ground Gravity Data,0
43505,0,TABLE OF CONTENTS,0
43505,1,Page,0
43505,2,cyfra1  	Introduction strona ,1
43505,3,cyfra1 punkt cyfra2  Tenure strona ,2
43505,4,cyfra1 punkt cyfra2  Geology strona ,2
43505,5,cyfra1  	Exploration Completed strona ,1
43505,6,cyfra1 punkt cyfra2  Airborne Electromagnetics (AEM) strona ,2
43505,7,cyfra1 punkt cyfra2 punkt cyfra3  Results strona ,2
43505,8,cyfra1 punkt cyfra2 punkt cyfra3  Conclusions strona ,2
43505,9,cyfra1  	References strona ,1
43505,10,List of Figures,0
43505,11,Page,0
43505,12,Figure 1: Tenement Location Map strona ,0
43505,13,Figure 2: Airborne EM Lines over Aeromagnetics strona ,0
43505,14,Figure 3: Conductivity depth images for EPM14724 strona ,0
43505,15,Figure 4: Conductivity depth images for EPM14722 strona ,0
43505,16,List of Tables,0
43505,17,Page,0
43505,18,Table 1: Tenement Listing strona ,0
43505,19,Table 2: Tenement Details strona ,0
43505,20,Table 3 	Georgetown Province Litho-Stratigraphy strona ,0
43505,21,Table 4 	Airborne Equipment Specifications strona ,0
44387,0,TABLE OF CONTENTS,0
44387,1,Page,0
44387,2,cyfra1 punkt  	INTRODUCTION strona ,1
44387,3,cyfra1 punkt  	TENURE strona ,1
44387,4,cyfra1 punkt  	GEOLOGY strona ,1
44387,5,cyfra1 punkt  	EXPLORATION WORK COMPLETED strona ,1
44387,6,cyfra1 punkt  	CONCLUSION strona ,1
44387,7,List of Figures,0
44387,8,Figure 1 	Tenement Map,0
44387,9,List of Tables,0
44387,10,Page,0
44387,11,Table 1 	Tenement Details strona ,0
44387,12,Table 2 	Sub-block Details strona ,0
45470,0,TABLE OF CONTENTS,0
45470,1,Page,0
45470,2,cyfra1 punkt  Introduction strona ,1
45470,3,cyfra1 punkt  Tenure strona ,1
45470,4,cyfra1 punkt  Geology strona ,1
45470,5,cyfra1 punkt  Exploration work completed during the period strona ,1
45470,6,List of Figures,0
45470,7,Drawing No.,0
45470,8,Figure 1. Location Tenement Map strona ,0
45470,9,List of Tables,0
45470,10,Table 1. 	Tenement Details strona ,0
45470,11,"Table 2. EPM 14456 & 11591 Waterhole, Sub-Block Details strona ",0
47884,0,TABLE OF CONTENTS,0
47884,1,Page,0
47884,2,cyfra1 punkt  Introduction strona ,1
47884,3,cyfra1 punkt  Tenure strona ,1
47884,4,cyfra1 punkt  Geology strona ,1
47884,5,cyfra1 punkt  Exploration work completed during the period strona ,1
47884,6,cyfra1 punkt  Summary strona ,1
47884,7,List of Figures,0
47884,8,Drawing No.,0
47884,9,Figure 1. Location Tenement Map strona ,0
47884,10,List of Tables,0
47884,11,Table 1. 	Tenement Details strona ,0
52673,0,TABLE OF CONTENTS,0
52673,1,Page,0
52673,2,cyfra1 punkt  	INTRODUCTION strona ,1
52673,3,cyfra1 punkt  	TENURE strona ,1
52673,4,cyfra1 punkt  	GEOLOGY strona ,1
52673,5,cyfra1 punkt  	EXPLORATION WORK COMPLETED and CONCLUSION strona ,1
52673,6,List of Figures,0
52673,7,Drawing No.,0
52673,8,Figure 1 	Location Map,0
52673,9,List of Tables,0
52673,10,Page,0
52673,11,Table 1 	Tenement Details strona ,0
53638,0,IABLE OF CONTENTS,0
53638,1,Page,0
53638,2,cyfra1 punkt  Introduction strona ,1
53638,3,cyfra1 punkt  Tenure strona ,1
53638,4,cyfra1 punkt  Geology strona ,1
53638,5,cyfra1 punkt  Exploration work completed during the period strona ,1
53638,6,Introduction strona ,2
53638,7,Cultura Heritage Clearance strona ,2
53638,8,Drilling strona ,2
53638,9,Geochemistry strona ,2
53638,10,Geophysics strona ,2
53638,11,cyfra1 punkt  Conclusions strona ,1
53638,12,List of Figures,0
53638,13,Drawing No.,0
53638,14,Figure 1. Location Tenement Map strona ,0
53638,15,Figure 2. 	Summary Map strona ,0
53638,16,List of Tables,0
53638,17,Table 1. 	Tenement Details strona ,0
53638,18,Table 2. 	EPM 13768 Teck Cominco / BHPB Sub-Block Details strona ,0
53638,19,Table 3. 	Target Details strona ,0
53638,20,List of Appendices,0
53638,21,Appendix 1 	Analytical Results strona ,0
56500,0,TIABLE OF CONTENTS,0
56500,1,Page,0
56500,2,cyfra1 punkt  Introduction strona ,1
56500,3,cyfra1 punkt  Tenure strona ,1
56500,4,cyfra1 punkt  Geology strona ,1
56500,5,cyfra1 punkt  Exploration Work Completed strona ,1
56500,6,cyfra1 punkt cyfra2  	Cultural Heritage Clearance strona ,2
56500,7,cyfra1 punkt cyfra2 punkt  	Drilling strona ,2
56500,8,cyfra1 punkt cyfra2  	Geochemical Sampling strona ,2
56500,9,cyfra1 punkt  Conclusions strona ,1
56500,10,List of Figures,0
56500,11,Figure 1. Tenement Location Map strona ,0
56500,12,Figure 2. 	Drill Collar Locations strona ,0
56500,13,List of Tables,0
56500,14,Table 1. 	Tenement Details strona ,0
56500,15,Table 2. 	Drill Hole Details strona ,0
56500,16,List of Appendices,0
56500,17,Appendix 1 Dril Hole Details and Geological Logs,0
56500,18,Appendix 2 Drilling Geochemical Results,0
56628,0,TABLE OF CONTENTS,0
56628,1,Page,0
56628,2,cyfra1 punkt  Introduction strona ,1
56628,3,cyfra1 punkt  Tenure strona ,1
56628,4,cyfra1 punkt  Geology strona ,1
56628,5,cyfra1 punkt  Exploration work completed during the period strona ,1
56628,6,cyfra1 punkt  Conclusions strona ,1
56628,7,List of Figures,0
56628,8,Figure 1. Tenement Location Map strona ,0
56628,9,List of Tables,0
56628,10,Table 1. 	Tenement Details strona ,0
56628,11,Table 2. 	Lithostratigraphic and geophysical comparison between the Soldiers,0
56628,12,Cap Group and Fullarton River Group strona ,0
57048,0,TABLE OF CONTENTS,0
57048,1,Page No.,0
57048,2,cyfra1 punkt  Introduction strona ,1
57048,3,cyfra1 punkt  Tenure strona ,1
57048,4,cyfra1 punkt  Geology strona ,1
57048,5,cyfra1 punkt  Exploration work completed during the period strona ,1
57048,6,cyfra1 punkt  Conclusion strona ,1
57048,7,List of Tables,0
57048,8,Table 1. 	Tenement Details strona ,0
57048,9,Table 2. 	EPM 14469 'Strathfield 9' Sub-Block Details strona ,0
57048,10,Table 3. EPM 14469 'Strathfield 9' Sub-Block Reduction Details strona ,0
57048,11,List of Figures,0
57048,12,Figure 1. Tenement Location Map strona ,0
57048,13,Figure 2. 	Tenement Relinquishment Map strona ,0
57418,0,BMA,0
57418,1,BHP Billiton Mitsubishi Alliance,0
57418,2,TABLE OF CONTENTS,0
57418,3,cyfra1  Introduction strona ,1
57418,4,cyfra1  	Previous Exploration strona ,1
57418,5,cyfra1 punkt cyfra2  	Historical Exploration strona ,2
57418,6,cyfra1  	Work Programme Year 1 strona ,1
57418,7,cyfra1  Geology strona ,1
57418,8,cyfra1 punkt cyfra2  Stratigraphy strona ,2
57418,9,cyfra1 punkt cyfra2  Structure strona ,2
57418,10,cyfra1  	Future Exploration Plans strona ,1
57418,11,cyfra1  References strona ,1
57418,12,List of Tables,0
57418,13,Table 1 - Field Acquisition strona ,0
57418,14,List of Figures,0
57418,15,Figure 1 - Location Map strona ,0
57418,16,Figure 2 - Map showing seismic lines strona ,0
57418,17,Appendices,0
57418,18,Appendix 1 - Tartarus Sub-block,0
57418,19,Appendix 2 - Tartarus Geology Summary Map,0
57418,20,"Appendix 3 - South Cockenzie EPC1161 Lotus Park, EPC1160 Falcon Downs and",0
57418,21,EPC 1163 Tartarus Photo-geological Interpretation for BHP Billiton,0
57418,22,"Mitsubishi Alliance, Final Report September 2008.",0
57418,23,Appendix 4 - Regional Aero-Geophysical Interpretation of Cockenzie & Cockenzie,0
57418,24,"South Projects (EPCs 971, 1160 1161 & 1163), Queensland,",0
57418,25,Final Report September 2008,0
57418,26,Appendix 5 - Petrographic report of outcrop samples,0
63707,0,TABLE OF CONTENTS,0
63707,1,Page,0
63707,2,cyfra1 punkt  	INTRODUCTION strona ,1
63707,3,cyfra1 punkt  	TENURE strona ,1
63707,4,cyfra1 punkt  	GEOLOGY strona ,1
63707,5,cyfra1 punkt  	EXPLORATION WORK COMPLETED strona ,1
63707,6,cyfra1 punkt  	CONCLUSION strona ,1
63707,7,List of Figures,0
63707,8,Figure 1 	Location Map strona ,0
63707,9,List of Tables,0
63707,10,Page,0
63707,11,Table 1 	Tenement Details strona ,0
63707,12,Table 2 	Comparison of Soldiers Cap & Fullarton River Groups strona ,0
67792,0,TABLE OF CONTENTS,0
67792,1,Page,0
67792,2,cyfra1 punkt  	INTRODUCTION strona ,1
67792,3,cyfra1 punkt  	TENURE strona ,1
67792,4,cyfra1 punkt  	GEOLOGY strona ,1
67792,5,cyfra1 punkt  	EXPLORATION WORK COMPLETED strona ,1
67792,6,cyfra1 punkt cyfra2  	Cultural Heritage Clearance strona ,2
67792,7,cyfra1 punkt cyfra2 punkt  	Drilling strona ,2
67792,8,cyfra1 punkt cyfra2 punkt  	Geochemical Sampling strona ,2
67792,9,cyfra1 punkt  	CONCLUSIONS strona ,1
67792,10,List of Figures,0
67792,11,Page,0
67792,12,Figure 1 	Tenement Location Map strona ,0
67792,13,Figure 2 	Drill Hole Location Map strona ,0
67792,14,Figure 3 	Geophysical Modelling of Beenfield Target strona ,0
67792,15,List of Tables,0
67792,16,Page,0
67792,17,Table 1 	Tenement Details strona ,0
67792,18,Table 2 	Drill Hole Details strona ,0
67792,19,List of Appendices,0
67792,20,Appendix 1 	Drill Hole Details and Geology Logs,0
67792,21,Appendix 2 	Drill Hole Geochemical Assay Data,0
68861,0,TABLE OF CONTENTS,0
68861,1,Page,0
68861,2,cyfra1 punkt  	INTRODUCTION strona ,1
68861,3,cyfra1 punkt  	TENURE strona ,1
68861,4,cyfra1 punkt  	GEOLOGY strona ,1
68861,5,cyfra1 punkt  	EXPLORATION WORK COMPLETED strona ,1
68861,6,cyfra1 punkt  	CONCLUSIONS strona ,1
68861,7,List of Figures,0
68861,8,Figure 1 	Location Map strona ,0
68861,9,List of Tables,0
68861,10,Page,0
68861,11,Table 1 	Tenement Details strona ,0
74718,0,TABLE OF CONTENTS,0
74718,1,cyfra1 punkt  INTRODUCTION strona ,1
74718,2,cyfra1 punkt  TENURE strona ,1
74718,3,cyfra1 punkt  GEOLOGY strona ,1
74718,4,cyfra1 punkt  EXPLORATION WORK COMPLETED strona ,1
74718,5,Summary of Work Completed strona ,2
74718,6,cyfra1 punkt cyfra2  GEOPHYSICS strona ,2
74718,7,cyfra1 punkt cyfra2 punkt cyfra3  Airborne Magnetic/Radiometric Surveys strona ,2
74718,8,cyfra1 punkt cyfra2 punkt cyfra3  25 Hz GEOTEM Survey strona ,2
74718,9,cyfra1 punkt cyfra2 punkt cyfra3  Ground Magnetic Surveys strona ,2
74718,10,cyfra1 punkt cyfra2 punkt cyfra3  Gravity Surveys strona ,2
74718,11,cyfra1 punkt cyfra2  Drilling strona ,2
74718,12,cyfra1 punkt  CONCLUSIONS strona ,1
74718,13,List of Figures,0
74718,14,Figure 1: Sub-blocks relinquished for EPM 6788 strona ,0
74718,15,Figure 2 Geophyiscal surveys for relinquished sub-blocks strona ,0
74718,16,List of Tables,0
74718,17,Table 1 Tenement Details strona ,0
74718,18,Table 2 Sub blocks to be relinquished 18 in total strona ,0
74718,19,Table 3 Lithostratigraphic and geophysical comparison between the Soldiers Cap group and,0
74718,20,Fullarton River Group strona ,0
74718,21,Table 4 Summary of Gravity Surveys strona ,0
74718,22,Table 5 Drill hole details for all drilling conducted on the relinquished sub-blocks EPM6788 11,0
74718,23,List of Appendices,0
74718,24,Appendix A: Geochemical Results,0
74718,25,Appendix B: Geological Logs,0
